asset,2024-12-02,2024-12-03,2024-12-04,2024-12-05,2024-12-06,2024-12-09,2024-12-10,2024-12-11,2024-12-12,2024-12-13,2024-12-16,2024-12-17,2024-12-18,2024-12-19,2024-12-20,2024-12-23,2024-12-24,2024-12-25,2024-12-26,2024-12-27,2024-12-30,2024-12-31,2025-01-01,2025-01-02,2025-01-03,2025-01-06,2025-01-07,2025-01-08,2025-01-09,2025-01-10,2025-01-13,2025-01-14,2025-01-15,2025-01-16,2025-01-17,2025-01-20,2025-01-21,2025-01-22,2025-01-23,2025-01-24,2025-01-27,2025-01-28,2025-01-29,2025-01-30,2025-01-31,2025-02-03,2025-02-04,2025-02-05,2025-02-06,2025-02-07,2025-02-10,2025-02-11,2025-02-12,2025-02-13,2025-02-14,2025-02-17,2025-02-18,2025-02-19,2025-02-20,2025-02-21,2025-02-24,2025-02-25,2025-02-26,2025-02-27,2025-02-28
DEsk 32,71,0,0,73.17,0,73.5,79.67,75.83,35.33,0,0,72.33,0,0,0,48.33,0,0,0,0,0,0,0,0.5,0,0,77.03,80.04,0,78.83,0,0,0,0,0,70.17,80.61,0,0,0,74.5,78.98,74.67,73.5,0,40.83,53.19,59.5,72.67,0,0,0,76.67,0,0,36.83,88.6,78.6,82,0,0,0,79.33,0,0
Desk 72,78.34,57.83,83.17,81.34,0,65.36,87.52,78.17,78,56,87.99,55.83,42.83,86.31,0,0,0,0,0,0,0,0,0,0,0,0,0.33,86.21,79,16.67,0,79.67,78.84,78.17,0,77.67,79.84,78.84,77.5,0,0,78.33,88.94,79.33,0,1.83,38.66,59.66,80.67,80.34,0,78.33,78.84,87.88,79.5,0,79.5,80.67,79.17,80.34,0,84.67,80.5,78,0
Desk 21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 53,0,77,0,3.83,0,0,77.5,57.84,82.31,74.67,85.17,70.84,72.5,90.03,0,60.5,0,0,0,0,0,0,0,14.83,66.34,0,84,54.67,78.17,48.68,0,75.84,84.71,61.34,74.72,20.58,54.5,57.84,0,69,0,85.33,0,29.5,0,50,86,79.83,76.84,11.17,80.34,81.34,44.84,7.76,0,0,34.5,0,0,0,0,0,0,0,0
DEsk 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 79,78.67,59.5,66.38,0,0,59,0,88.83,74.5,0,83.33,81.67,86.17,0,0,0,0,0,0,0,56.34,0,0,71.2,0,0,0,0.33,75.17,80.5,0,0,0,0,0,0,77.5,3.83,0.33,0,76.34,0,65.5,49.67,42.33,79.33,4,81,0,0,78.67,79.34,0.33,82.34,71.84,0,0,0.33,0,0,0,0,0.67,11,0
2.krs Desk 11,53.17,51.67,77.14,5.13,0,38.5,48.84,65.41,82.74,1.17,0,47.03,58,49.84,0,0,0,0,0,0,74.58,63.5,0,66.5,74.34,0,74.34,17.84,30.83,17.48,59.29,27.84,65.84,9.93,25.76,60,52.67,78.88,76.67,0,25.83,71.5,57.82,43.5,51.34,49.44,58.6,25.59,50.41,0.5,4.17,53.87,84.2,35.18,41.67,81.32,48.17,0,0,0,0,0,0,0,0
2.krs Desk 1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0
desk 112,0,92.84,0,0,0,0,87.84,0,88.51,28.67,0,78.34,50.84,88.85,0,0,0,0,0,0,0,0,0,0,0,0,77.34,28.5,75.84,0,0,77.67,0,77.17,0,0,68.29,0,0,0,0,0,0,84.34,0,0,77.84,79.84,79.17,0,0,0,0,0,0,0,82.84,44.34,78.84,0,0,0,51.67,36,0
desk 108,84.53,35,0.33,0,0,0,76.67,0,76.67,62.17,0,74.84,80,69.17,78.5,0,0,0,0,79.67,82.17,0,0,0,0,0,0,0,79.17,0,0,79,78.5,77.34,59.3,0,76,78.17,78.17,79.17,0,0,0,0,0,0,79.83,79.17,78.84,0,0,69.17,81.34,78.67,0,0,85.32,0,70.67,0,0,75.34,77,79.87,0
DEsk 41,0,0,0,0,0,0,0,0,89.05,0,67.67,82.33,0,42.17,0,0,0,0,0,0,0,0,0,0,0,0,52.67,0,90.47,0,0,79,73.67,79.33,0,0,55.67,0,79,0,57.83,52.17,69,44.16,48.17,78.83,83.67,80.16,81.5,0,0,0,0,78.67,77.33,35.83,81.67,80.5,30.17,0,81.17,64,90.56,0,0
Desk 61.2,0,6.17,68.67,49.34,0,2.67,40.83,0,57.5,0,24.83,75.17,7.33,43.5,0,0,0,0,0,0,51.84,0,0,47,0,0,32.17,0,29.83,0,0,34.34,82.84,56.67,0,54.51,29.84,7.9,0,0,0,49.33,0,55.67,48.51,0,78.67,54.5,0,0,51.33,53.67,10.34,63.84,8.33,23.84,17.84,31.17,0,0,0,0,0,0,0
DEsk 31,59.5,78.98,76.5,73,0,79.51,0,2.33,78.19,0.33,0,80.22,0,0.5,43.83,0,0,0,0,0,0,0,0,52.66,69.83,0,72.33,77.34,73.17,0,0,77.16,0,0,0,45.61,0.33,68.64,0,0,23.17,73,40.83,20.67,0,0,74.83,48.83,0,60.67,0,0,0,0,41.5,0,0,0,28.83,78,0,0,0.33,0,0
Desk 71,0.5,0,3,0,0,0,2.33,0.33,12.33,0.33,0.5,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,1.83,48.17,1.5,0,0,0,0.33,0,0,0,0,3,0,7.5,0.83,75,40.66,0,42.67,0.83,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,0,0
Desk 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.34,0,0,0,0,0,0,0,0,0,0,0,0,0,73.94,0,0,0,0,0,67.34,0,0,0,0,67.51,0,0,0,0,0,0,0,0,0,43.33,0,59.79,67.17,64,0,0,0,0,0,11.17,0,28,0,0,0
Desk 52,79.5,77.84,78.84,46.5,0,82.84,87.17,78.84,41.83,32.67,89.47,88.54,80.17,79,79.67,74.17,0,0,0,69.67,79.5,63.17,0,78.84,78.84,0,88.52,80.5,86.17,78.84,3.06,79.17,88.25,88.59,73.67,64.95,0.5,80.84,88.47,69.17,79,79,79,81.17,0.67,88.88,79.67,81.34,79.84,79.17,79.51,80,84.28,78.34,83,81,79.67,88.99,46.17,79,89.03,79.5,80.5,79.17,0
2.krs Desk 10,0,0,3.17,0,0,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
desk 111,0,61.33,0,87.67,0,0,75.79,0,0,0,0,0.33,84.5,89.84,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.5,66,0,0,1.5,0,0.33,0,0,68.83,60.5,0,0,0,0,0,0,0,0,0,0,78.5,0,0,69.5,73.17,56.67,0,0,78.33,0.33,0,0,0,0,0,0,0
desk 107,0,70.33,63.32,0,0,0,79,0,89.67,0,0,44.17,84.33,54.17,0,0,0,0,0,0,0,0,0,0,0,0,77.67,55.17,78,79,0,79.48,0,76.5,67.5,0,1.5,56.67,75.17,83.17,0,0,0,0,0,0,80.67,0,80.5,79.33,79.83,77.5,1.83,75,0,0,80.67,79.83,75,0,0,87.17,82.67,79.33,0
Desk 46,0,13.67,12,0,0,0,37.5,67.67,0,0,0,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,8,0,0,0,0,32.44,51.77,0,0,0,0,0,31.83,0,51.33,13.33,29.17,0,0,0,2.67,0.83,0,61.84,56.5,8.14,44.33,0,0,0,0,0,0,0
DEsk 37,0,73.67,78.67,0,0,0,72.5,76.67,0,0,0,66.5,8.83,0,0,0,0,0,0,0,0,0,0,0,0,0,73.17,76.17,74.5,0,70.5,0,46.67,77.83,0,78.17,14.33,68.67,0,38.67,0,79.67,95.33,0,0,0,77.67,77,75,0,74.33,77.5,84.17,56.17,0,70.67,83.84,8.33,46.84,69.5,80,77.67,100,0,0
Desk 61.1,0,58.5,46.84,0,0,87.72,65.04,0,60.7,0,0,82.99,17.67,82.67,70.67,0,0,0,0,0,0,65.67,0,50.34,0,0,27.66,29.15,50.81,0,0,65.27,14.76,0,62.91,43.56,64.88,78.84,0,4.17,55.33,0,0,0,50.33,0,89.44,80.17,0,49.08,23.67,35.05,20.33,0,0,0,83.84,67.17,79.84,0,83.34,0,0,0,0
DEsk 29,43.5,0,68.83,60.94,0,50.29,74,0,59.33,0,0,0.33,80.5,71,64.5,0,0,0,0,0,0,0,0,0,0,0,15.67,61.17,0,42.67,74.16,0,50.5,69.17,55.17,80.82,72.83,65.67,78.33,51.17,54.67,73.19,53.36,0,0,0,6.17,1,0,10.74,0,0,80.33,0,0,0,0,0,56,2.33,0,0,19.33,0,0
Desk 70,91.53,0,96.52,52.34,0,70.64,0,79.84,82.84,79.17,73.17,9.33,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,64.01,77.17,76,0,82,0,25.83,0,0,0,0,41.06,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33,29.17,21.5,0,0,0,0,0,0
DEsk 11,0,0,68.34,0.33,0,0,0,40.33,55.67,0,0,78.17,35.04,0,0,0,0,0,0,0,0,0,0,0,0,0,63.25,72,57.23,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,15.17,0.33,0,0,0,0,0,0,43,56,0,0,0,0,0,0,0
2.krs Desk 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 116,89.34,80.5,79.5,0,0,0,73.67,0,41.5,0,0,5,22.33,0,0,0,0,0,0,0,0,0,0,0,0,0,90.93,90.92,60.58,0,0,0,0,0,0,0,0,42.29,16,0,0,73.84,75.05,49.87,0,74.34,76.17,78.34,82.01,0,0,73.84,76.84,51.67,0,0,12.67,0,0,0,0,0,0,0,0
desk 103,0,0,0,0,0,0,81.85,0,75.34,0,0,60.5,67.01,0,0,0,0,0,0,0,0,0,0,87.34,0,0,75.34,73.34,80.34,63.34,0,76.34,79.68,80.84,0,0,84.5,86.51,81.51,78.51,76.51,19.67,78.17,82.34,0,93.34,79.84,48.84,81.67,0.5,42.67,76.34,0,62.67,0,0,80,0,0,0,0,35.17,0,83.51,0
Desk 47,76.34,53.34,0,0,0,78.89,34.67,79.5,0,0,0,47.67,73.34,0,61.17,0,0,0,0,0,66.17,0,0,0,0,0,0,62.5,79,0,49.67,72.34,73.17,80,0,0,76.84,13,19,0,0,0,77,68.34,62.67,0,81.17,64.17,34.33,48.33,38.17,0,4.17,84.57,0,0,0,0,0,32.17,0,81.84,37.17,0,0
DEsk 39,69.67,84.17,62.5,59.83,0,83.5,79.67,90,68.83,54.33,78.83,84,0,79.67,79.67,0,0,0,0,0,0,0,0,60,63,0,76.5,89.67,84.35,61.17,37.67,78.83,88.83,78.5,78.5,82.33,50.5,88.17,64,83.67,81.17,79.67,84.67,63.83,53.83,57,58,84,0,81.33,52.67,83.83,81.83,78.5,30,51.44,80.17,88.83,48.5,79.33,0.33,0.33,0,0,0
Desk 62,10.67,72,79.15,70.83,0,7.17,73,68,43.69,0,0,78.66,42.16,77.49,28.5,0,0,0,0,0,0,0,0,0,0,0,51.67,37.17,30.17,26.5,0.33,23.17,56.17,25,35.21,60.89,57.83,72,67.67,55.33,0,59.83,55.33,44,75.5,0,54.81,23.83,0,0,7.67,33.01,70.18,60.83,25.33,51.33,30,39.67,24.17,17.33,15.41,0,0,0,0
DEsk 30,0,0,0,0,0,0.33,0,0,0.33,0,0,0,35.83,64.72,26.33,0,0,0,0,0,0,0,0,0,0,0,80.33,87.17,78.67,10.83,0,80.5,87.13,0,0.33,0,66.64,0.33,0,0,0,0,7.17,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
Desk 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
