asset,2025-03-03,2025-03-04,2025-03-05,2025-03-06,2025-03-07,2025-03-10,2025-03-11,2025-03-12,2025-03-13,2025-03-14,2025-03-17,2025-03-18,2025-03-19,2025-03-20,2025-03-21,2025-03-24,2025-03-25,2025-03-26,2025-03-27,2025-03-28,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-21,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-28,2025-04-29,2025-04-30,2025-05-01,2025-05-02,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30
2.krs Round Desk 1,0,0,29,20.5,0.5,0,82,49.17,35.34,0.67,0,19.67,30.17,12.67,0,7.67,73.34,24,17.83,0,0,0.5,46,22.84,3.5,0,17,15.01,72.17,15.5,0,76.5,0,48.67,0,0,23,49.33,18.17,0,0.83,9.17,78.84,0,0,9.17,54.87,0,17.5,6.5,0,17.67,5.5,0,26.83,6.67,26.84,9.17,18.67,5.67,33.17,20.5,49.67,0,0
2.krs Round Desk 2,0,0,28.84,25.17,0,0,83.01,51.5,26,0.67,0.33,20,24.17,30.67,0,9.67,71.67,24.17,17.17,0,0,11,46,22.5,0,0,16.83,10.27,74.17,15.67,0.5,73.17,0.33,49.5,0,0,24,34.17,18.34,0,60,12,72.01,0,0,9.83,79.89,0,17.5,0,0.33,18,18.33,0,29,0,26.84,28.84,19.5,0,32.33,22.17,42.34,0,0.33
desk 153,61.67,18.83,0,0,0,0,0,0,0,31.17,0,56.67,32.17,96.17,0,82.11,9.83,81.67,59.84,0,81.01,0,82.84,79.51,58.34,86.95,0,95.24,0,0.33,45.84,53.17,0,5,0,0,0,99.36,78.67,0.83,77.34,45,0,0,0,62.5,87.88,0,0,0,0,77.01,0,28.67,0,0,75.34,0,71.51,0,0,81.34,72.17,0,0
desk 143,77.84,82.84,0,64.34,0,0,79.17,0,53.83,51.5,51,55.17,62,0,0,82.67,84.84,0,85.34,0,0,0,0,45.34,17,0,0,24,44.83,43.34,0,81.01,0,0,0,0,82.5,0,74.34,0,74.17,36.84,0,0,0,63.81,85.17,0,0,0,0,78.34,0,0,0,0,52.34,46,70.67,0,0,79,82.34,0,0
desk 123,71.84,0.33,79.84,0,52.33,37.81,0.33,54.84,0,47.67,84.34,0,52,44.83,63.67,87.38,0,0,88.84,0,0,79.84,90.98,87.34,0,62,50.01,52.17,70,46.74,0,0,79.5,0,0,0,84.67,77.84,79.84,50,81.78,8.33,91.1,0,77.25,69.17,97.55,89.51,89.01,90.5,74.84,79.51,83.67,0,77.67,91.29,74.51,73.17,75,43.33,85.67,91.4,98.28,0,90
desk 151,88.5,81,79.5,86.17,76.01,82.17,77.67,77.5,79.17,70.67,83.67,90.71,83.01,58.34,71.17,84.84,82.17,80.01,73.84,0,76.5,79.67,78.5,85.51,68.17,76.34,52.5,81,77.67,75,71.34,75.67,73.84,77.84,0,0,0,0,0,0,70.5,69.84,67.34,0,0,78.84,76.17,77,89,68.5,77,75.83,79.5,0,75.17,86.01,71.84,61.83,82,75.67,71.67,76.17,85.67,0,0
desk 142,61.17,54,66.33,62.67,0,59.17,62,58.5,65.17,0,61.83,60.17,33,40.17,0,40.17,53.67,72,0.67,0,0,59.83,59,0,0,61.67,0.5,37.17,60.5,0,61.17,31.33,66.83,62.16,0,0,61.5,0,41,0,0,63,63.33,0,0,66.5,49.5,63.33,48.67,3.14,66.17,0,39.33,63.99,78.83,66.5,0,43.67,0,0,64.83,68,74.33,0,79
desk 122,82.15,86.82,76.17,74.5,0,37.67,77.67,78.33,72.5,0,0,0,0,0,0,0,0,65.57,0,0,31.83,87.83,75.67,56.83,0,1.33,5.67,4.5,1,54.83,0,0,0,0,0,0,0,0,0,0,31.86,40.5,0,0,0,57.22,80.67,87.67,83,80.17,62.5,80.5,47.33,0,79.83,84,80.5,6.33,0,0,80.67,82.13,81.33,0,79.33
DEsk 88,0,25.83,47,5.67,0,0,0,63.34,0,0,0,0,50.5,3.17,0,0,0,0,0,0,0,0,0,0,0,10.5,32.17,30.34,21.67,0,0,53,0.5,0,0,0,0,0.83,0,0,0,40.17,0,0,0,0,39.5,0,54.34,0,0,61.67,0,1,0,0,79.67,0,72.33,8.5,0,0,0,0,0
desk 150,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 135,80,79.84,83.01,82.86,81.51,96.44,79.67,79.51,41.5,78.17,0,80.67,80.84,58.84,79.84,80.17,10,16.67,17.5,0,80.84,80.67,74.17,80.34,82.01,79.67,60,82.7,0,0,15.5,16.67,17.33,81.67,0,0,80.34,80.67,81.5,21.5,86.51,80.67,54.91,0,80.34,80,0,0,0,0,80.84,79.84,59,80,80.17,83.1,82.61,83,82.3,0,0,0,0,0,0
desk 121,0,1.17,48.67,0,0,16.67,0.83,8.46,0,74.67,0,0,0,0,0,81.5,77.33,80,41.33,0,0,76.67,80.33,79,0,8,81.33,9.17,0,83.67,78.16,78.16,88.66,0,0,0,80.83,0,81.33,0,81.33,24.67,74.33,0,0,30.17,0,0,80.17,0,0,82,75.18,9.17,48.33,78.33,0.5,86.31,83.33,0.33,78.17,88.83,22.33,0,6.5
Desk 8,0,0,0,0,0,0,0,0,0,0,0,15.83,0,0.33,46.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9.84,23.5,0,0,22.17,35.5,10.67,0,0,0,0,0,0,0,0,0,0,0,0
desk 82,0,54.17,56.5,0,0,0,0,0,0,0,70.17,63.67,52.84,70.84,0,0,24.5,73.67,0.5,0,76.5,33.83,83.34,61.34,0,0,49.5,67.84,62.67,4,37.5,2.67,53,67.5,0,0,75.34,66.5,69.34,0.33,0.5,78.17,67.17,0,0,40,78.5,37.17,0,53,0,48.17,54,11.5,0,75,55.17,53.84,0,0,3.5,0,0,0,0.83
Desk 94,77.92,78.25,71.34,72.4,0,74.21,0,58.34,34.67,0,0,0,0.83,6.17,0,68.34,61.77,40.43,80.76,0,74.57,53.84,80.55,0,50.67,46.85,31.5,72.67,58.66,0,67.47,47,73.67,56.17,0,0,53.58,12.17,76.4,0,79,0,0.86,0,0,71.34,71.66,57.84,0,33.17,0,81.83,78,54.59,0,82.57,77.5,58.5,86.12,29.83,81.33,23.83,23.67,0,0
desk 144,85.17,91.66,86.5,62.33,87.5,86,87.83,86.33,86.33,85.83,85,86.17,68.17,82.83,78.17,88.17,100,70.17,86.17,0,86,65,82.33,58,56.83,75.17,85.17,67,44.5,59.17,86.67,87.66,82.67,63.83,0,0,87.83,82.33,91.17,81.67,87.67,88,87.33,0,0,83.83,81.67,83,81,85.83,84,86.5,86.83,0,80.67,85.99,84.83,51.33,85.66,56.5,0,0,0,0,0
desk 134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 124,79.84,90.33,77.84,80.01,70.17,56.01,74.12,34,0,75.5,48.83,82.34,52,76.84,50.67,78.27,0,66.67,72.67,0,75.67,53.34,0,78.34,0,0,82.17,77.01,69.34,0,73.34,77.67,81.17,76.5,0,0,81.34,0,0,0,0,37.17,0,0,0,85.51,88,39.34,71,0,29.84,77.67,72.17,0,0,38.6,45.5,77.84,75.67,73.17,51.87,82.86,57.5,0,0
Desk 7,64,0,74.5,65.67,0,0,40.67,69.17,0,0,0,78.17,68,0.83,0,0,65.34,65,0,0,0,64,62.67,3.67,0,0,0,64.34,62,55.67,0,61.67,0,58.5,0,0,67.84,65.84,0,0,0,57.17,0,0,0,64.84,16.67,0,68.34,0,68.84,73,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 55,0,8.17,42.23,3.83,0,0,63.17,0,0,0,0,0,80.67,79.67,0,0,74.17,0,0,0,0,12.33,0.5,62.17,0,67.67,66.84,8.83,0,0,0.67,16.5,0,0,0,0,6.33,22.5,35.34,0,26.17,0,39.53,0,0,17.67,77,8.67,79.84,0,0,83.67,79.34,0,7.5,0,83.67,81.17,80.67,0,29.44,89.94,68.67,0,0
DEsk 5,0,81.67,82.5,84.33,0,0,84.33,81.17,89,0,0,19.17,84.67,91.67,58.5,0,89.17,84.67,82.83,0,0,58.67,81.83,0,0,0,83.33,64.83,81.83,0,0,95.99,81.99,0,0,0,0,88.17,90.17,9.33,0,86.83,0,0,0,0,28.33,91.33,90.17,0,0,83.17,90.17,0,0,0,85,85.33,84.83,0,0,92.83,87.33,0,0
desk 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 95,0,25.17,19.33,24.01,0,41.33,0,15,22.5,0,1.33,0,76,70.84,0,0,53.34,3.17,23.17,0,18,82,11.17,37.5,0.33,0,23.5,2.83,34.17,0,0.33,0,61.67,27.17,0,0,0,83.34,0,38.5,0,0.33,43,0,0,1.83,36.67,14.5,0,38.84,0,77.33,0,0,0,30,0,53.34,40.67,0,19.16,25.5,31.17,0,0
desk 145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 139,0,0,0,11.33,0,83.33,34.17,21.17,43.83,0,79.5,0,2.17,61.33,0,47.33,0.33,83.07,0,0,51.83,56.17,0,62,66.5,0,71.5,43,56.17,42.83,67.83,0,25,0,0,0,84.17,0,34.83,65.17,29,41.33,1.03,0,0,8,84.17,2,0,0,50.83,51.5,58.5,0,0,0,0,0.67,0,0,71.29,4.17,81.63,0,0
desk 125,4.65,8.31,50.14,85.96,73.84,74.67,26.83,88.34,0,0,0,0,37.5,0,0,0,67.17,62.34,87.46,0,82.09,88.34,88.91,82.34,88.56,0,0,49,71.67,88.84,49.14,0,0,0,0,0,88.91,89.9,90.73,69.17,86.03,50.52,87.84,0,0,90.13,89.79,93.62,83.17,12.67,8.33,0.83,20.17,0,87.05,74.86,74.84,88.84,80.83,90.16,0,0,0,0,0
Desk 74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 6,0,0,52.67,83.11,0,0,81.91,83.08,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,79.43,81.59,64.75,0,0,83.05,83.54,0,0,0,0,44.84,0,0,75.65,0,0,0,0,0,32.1,80.76,88.26,0,0,76.73,80.39,0,0,73.86,0,0,0,0,0,72.67,0,0,0
Desk 76,25.67,56.23,27.4,0,0,0,0,5.33,0,0,23,0,0,0,0.33,8.67,37,44.34,19.67,0,9.67,31.83,26.5,0,0,10.33,0,67.84,61.34,0,0,7.83,2.33,0,0,0,4.83,39.17,1,0,0,47.67,0,0,0,23.67,46,0,69.5,19.33,0,49.83,0,21,0,0,74.67,12.83,0,0.33,79,7.33,53.84,0,0
Desk 10,0,63.84,43.84,0,0,0,0,72.84,0,0,0,83.36,81.51,0,79.84,0,33,0,0,0,0,0,0,0,0,90,74,52,81.34,0,0,0,49.83,0,0,0,2,49,0,0,0,0,0,0,0,0,9.83,22.67,72.5,0,0,0,10.67,0,64,0,0,82.8,0,0,0,0,0,0,0
desk 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 93,0,43.5,0,30.17,0,0,78.5,77,0,0,0,0,79.67,94.63,0,0,0.67,0,0,0,80.1,0,0.67,73.89,0,0,77.67,0,68.17,0,0,75.5,0,0,0,0,0,44.84,49.95,0,0,77.34,0,0,0,0,80.5,0,79.84,0,0,80.67,0,6.17,0,0,0,0,0.33,0,45.5,0,28.17,0,0
desk 136,80.84,0,77.5,81,0,76.67,0,52.67,80.67,0,78.84,0,80.67,57.67,0,81.17,1.17,71.84,0,0,79.67,0,81.01,77.34,0,0,12.17,54.5,0,76.17,80.67,0,80.84,0.5,0,0,0,81.51,53.34,0,85,79.84,78.34,0,0,0,0,0,0,0,0,0,0.33,0,0,0.5,0,0,0,0,0,0,0,0,0
desk 138,33.73,81.72,64.34,70.67,34.33,28.85,59.5,63.84,16.34,71.84,46.17,77.17,50.33,35,0,32.67,39.67,0,2.33,0,6.33,26.83,0,76,4.17,62.34,61.16,0.5,55.98,43.84,66.79,61.62,15.33,0,0,0,83.5,48.73,6.39,0,6.2,41,81.35,0,0,0.33,83.98,42.67,44.84,65.84,67.61,65.1,49.76,50.84,23.34,17.67,28,40.22,44.33,78.54,33.52,43.34,39.84,0,0
desk 126,0.33,84.34,33,77.34,76.55,0,0,78.84,75.84,0,0,0,0,0,0,24.67,8.33,36.17,59.34,74.84,1.17,0.67,75.84,78.67,57.34,68.5,0,0,29,0,70.67,0,58,70.34,0,0,79.34,78.84,73.67,0,0,46.59,65.76,0,0,0,48.5,30.01,77.84,0,78.01,81.34,33.33,0,0,0,76.84,0,0,0,0,0,0,0,58.84
2.krs Round Desk 3,0,0,0,0,12.67,0,0.33,18.67,0.33,0,0.83,0,0,0.83,0,0.33,32,3.67,0,0.83,1.83,1.5,20.33,2.83,0.67,16.83,0,31,0.5,1.17,0,0,0,0,0,0,0.5,0,20.34,0,0,0,0.33,0,0,0,0,0,1.33,0,0,0,0,0.33,0,0.33,0,0.67,2.67,1.17,0,6.17,0,0,0.33
DEsk 25,0,57.33,88.5,85.17,0,73.33,85.67,50.67,0,73.5,74.33,43.5,4.33,83.83,0,60.8,41.33,49.16,69.17,0,82.67,80.17,0.5,83,0,82.67,92.43,79.83,81.89,0,0,87.13,39.83,19.33,0,0,46.83,14.17,0,66.83,81.16,0.5,68.5,0,0,81.5,86.23,75.5,36.5,0,1,66.83,43.83,0,46.5,0,0,0,0,0,79,54.17,72.33,0,0
New desk1,0,61.34,62.33,13.34,89.06,0,4.5,41.17,0,0,49.5,89.31,81.84,43.84,41,77.84,52.83,29.83,0.67,0,73.67,0,92.51,53.17,79.67,85.67,85.51,0,72.34,69.64,49.5,58,13.33,0,0,0,22,88,67.84,68.84,83,3.83,0,0,0,63.5,73.5,76.17,0,51,46.67,47.17,82.83,0,56.34,78.83,43.33,91.33,35.67,0,68.83,88.79,23.83,0,0
Desk 3,0,0,0,0,0,0,82.13,0,0,0,82.83,69.33,0,0,74.02,0,89.67,0,0,0,0,85.59,81,15.6,0,0,89,78.14,0,0,0,78.51,0,0,0,0,0,49.56,63.34,0,0,81.1,0,0,0,0,29.14,91.65,0,0,0,86.52,52.19,0,0,0,86.39,0,80.74,0,0,0,77.61,0,0
desk 77,0,0,0,0,0,0,0,0.33,0,0,0,0,0,16,0,61.5,0,2.83,57,0,5.67,80.5,82.17,33.83,0,36.84,0,82.17,59.17,0,79.84,53.84,0,0,0,0,0,55,0,46.67,78.84,63,0,0,0,77,40.34,0,71.17,0.33,0,48,0,5,0,0,74.17,0,75.5,0,0,0,18.5,0,0
Desk 9,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8,0,45.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 96,0,17.33,0,32.5,0,0,0,69.67,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,57.34,3.5,0,0,0,0,60.84,0,0,52.84,0.33,72.67,0,0,78.84,42.83,37.67,0,0,53.17,0,0,0,0,1.67,0,0,0,0,0,0,11.67,0,0,0,18.17,0,0,76.5,0,18.83,0,0
desk 137,73.86,43.18,80.68,72.67,62.5,2.5,74.3,76.13,73.13,70.67,77.6,0,29.5,40.91,74.57,79.89,69.55,79.21,24.53,0,74.34,81.5,71,79.82,38.98,72.46,64.29,43.83,25.84,54.6,63.67,75.5,75.34,54.33,0,0,53.03,77.03,49.35,74.01,0,0,0,0,0,0,61.67,0,0,0,76.9,75.06,56.84,62.17,39.67,77.84,73.18,38.84,81.17,46,42.17,77.8,53.17,0,27.17
desk 131,0,0,12,30.84,29.83,61.5,69.34,71.5,0,72,0,0,0,0,0,0,0,61.67,25,0,0,0,5.5,74.44,0,0,84.84,82.17,46,28,24.5,28.33,0,24.36,0,0,10.17,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,72,0,0,0,0.67,0.5,0,0,0,0.33,0,0,0.33
desk 156,82.47,79.84,79.67,0,81.26,79.06,81.17,81.34,80.86,0,79.5,83.51,86.14,79,21.34,78.92,79.67,81.01,0,0,3,17.83,0,0,0,0.5,0.33,0,1.33,0,84.04,82.34,82.02,80,0,0,79.67,100,79.84,49,84.23,51.17,47.84,0,61.67,82.32,80.98,0,80.34,80.78,65.17,42.84,45.67,0,80.67,83,78.84,79.84,52,70.67,71.67,76.84,0,0,83.17
2.krs Desk 8,0,60.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,77.84,0,0,0,0,0,0,0,0,0,0,23.83,0,0,0,52.88,0,0,0,0,0,0,0,0,0,72,68,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 36,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 67,77.03,78.17,83,82.33,79.83,0,0,0,82.83,0,51.67,81.17,83.5,83.76,82.66,69.5,54.29,83.12,82.96,0,76.81,82,84.48,82.99,83.66,81.67,75.17,73.33,0,0,68.67,89.37,71.17,56.83,0,0,84.73,81.74,81.83,84.58,76.92,81.76,82.5,0,0,76.62,79.67,54.67,3.5,79.97,80.83,81.99,83.66,0,0,75,26.67,82.85,39.02,0,79,80.17,81.05,0,0
DEsk 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,58.67,0,0
Desk 49,0,1,53.67,33.34,4.83,0,87.67,51.82,53.14,0,0,0,57.84,49.67,0,0,81.01,74,0,0,0,2,60.51,61,0,0,0,33.67,78.34,0,0,0,0,0,0,0,0,0,83.17,0,0,3.17,62.17,0,0,79.67,0,68.51,0,82.84,0,39.03,34.67,0,0,69.67,40.67,58.16,73.67,47.67,79.5,53.5,0,0,0
Desk 2,0,0,0,0,0,79.35,79.68,80.67,0,83.15,0,81.79,0,82.94,84.27,0,86.41,84.73,84.73,0,82.53,83.52,52.51,0,0,81.81,80.47,37.67,0,0,0,62.09,48.34,0,0,0,0,86.36,82.19,0,81.49,80.15,0,0,0,84.11,25.93,0,82.92,0,0,76.67,82.21,0,0,0,82.33,54.99,68,0,0,81,74.34,0,0
desk 80,0,75,43.5,79.84,80.67,79.84,0,48.67,56.67,2.17,57,43,0,84.16,0,0,4.5,0,71.17,0,1.33,80.17,0,78.51,80,78.84,79.17,16.17,81.67,79.84,58.67,80.84,0,78.34,0,0,0,39.84,0,0,79.84,80.5,73.34,0,79.17,77.34,78.84,0,77.67,0,80.67,79.84,0,0,0,0,0,79.01,80,79.17,0,78.5,8.5,0,0
Desk 18,0,83,79.67,87,0,0,86.5,79.33,79.83,0,0,42.33,82.33,83.67,0,0,0,87.72,87,0,0,80.17,81.33,0,0,0,82.67,84.17,0,0,0,0,0,0,0,0,0,82.33,83.67,0,0,48.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 85,0,0,0,0,0,20.17,4,0,0,2.67,0.5,0,0,0,0,0,0,0,1.67,0,32.17,21.5,0.33,20.84,0.33,0.33,0.67,3.5,1.67,0,0,0,0,0,0,0,0,38.34,0,0,1.17,0,0,0,0,0,22.5,0,0,0,0,54,51.17,19,0,0,72.34,0,0,0,0,35.67,0,0,0
desk 147,0,0,0,0.33,0,0,0,0,0,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0
desk 140,0,60.17,35.16,38.33,56.34,0,34,69.5,84.17,0,0,58.34,23.5,46.84,0,0,87.17,5.17,17.34,0,0,13.17,24.83,10.34,78.17,0,36.33,61.84,20.17,16.33,83.84,13.83,31.67,0,0,0,63.01,0,52.84,0,20.11,84,48.17,0,0,25.17,41.5,42.34,48.67,41.17,0.5,57.67,50.67,9.51,0,0,40.83,39.5,81.5,0,0,0,54.17,0,71.34
desk 130,1,9.2,13.53,75.51,0,70.32,69.81,8,83.3,79.62,73.43,82.76,78.17,32,1.67,38.87,69.86,83.02,72.01,0,61.81,75.64,70.96,81.29,64.84,65.42,78.92,75.34,0,73.84,72.2,74.86,56,66.68,0,0,48.46,68.34,73.28,68.11,67.41,69.67,77.23,0,60.55,68.69,82.51,61.67,73,65.5,70.8,77.46,84.28,0,66.17,68.91,64.67,67.39,80.38,56.5,76.67,73.01,53.67,0,45.5
desk 157,80.88,69.88,85.04,0,85.19,59.18,82.34,55.51,78.34,0,81.16,78.17,83.48,0,52,80.46,82.5,82.79,85.62,0,79.34,63.84,83.26,0,0,52.5,80.17,59.5,0,0,82.38,84.21,79.5,81.17,0,0,82,79.84,0,0,84.33,43,0,0,0,83.46,82.96,81.29,0,0,84.27,81.5,32.67,0,0,83.08,79.5,84.07,0,80.34,79.17,82.71,0,0,0
