asset,2025-03-03,2025-03-04,2025-03-05,2025-03-06,2025-03-07,2025-03-10,2025-03-11,2025-03-12,2025-03-13,2025-03-14,2025-03-17,2025-03-18,2025-03-19,2025-03-20,2025-03-21,2025-03-24,2025-03-25,2025-03-26,2025-03-27,2025-03-28,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-21,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-28,2025-04-29,2025-04-30,2025-05-01,2025-05-02,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30
2.krs Desk 3,0,83,0,75.83,0,87.71,64.21,51.83,0,0,0,0,0,53.17,0,79.33,61.27,0,70.5,0,81.46,75.67,0,79.67,0,59.33,81,81.33,48.33,0,84.36,0,0,0,0,0,83.5,79.67,43.5,65.67,84.25,0,0,0,0,90.44,28.33,76,5,54.33,62.14,0,44.5,14.83,0,0,0,0,0,0,0,0,0,0,0
desk 102,61.83,13.83,64.67,40.17,0,0,34.5,54.84,22.34,0,0,58.93,70.84,0,0,0,49.34,53,62.84,58,91.71,79.2,48.17,24.03,0,0,84,21.17,56.34,10.67,0,36.16,9.5,0,0,0,0.33,37,11.67,53.67,0,7.67,10.33,0,0,82,60.5,24.67,40.5,0,0,76.5,0,0,80,0,67.18,23.67,59.51,0,0,0,0,0,0
Desk 59,76.17,0,82.71,56.67,0,24.33,80.83,20.83,0,0.33,41.33,46,45.17,86.16,18.83,12,21.5,0.33,17.67,0,64.83,0.67,36.17,49.83,0,69.5,26.83,28.17,78.17,0,36.5,28.17,27.83,0,0,0,0,36,16,0,82.5,20.67,0,0,0,62.17,50.33,49,71.17,0,66.83,31.5,57.17,0,35.5,53.67,40,67,59.83,0,67,0,54.83,0,0
DEsk 34,77.5,83,76.83,77.83,0,77.5,79.83,0,0,17.66,64.17,0,7.83,0,82,0,54.17,0,10.67,0,0,24.67,18.33,0,78.5,54.67,0,0,18.33,0,0,23.66,0,0,0,0,0,52.17,36.33,79.17,0,34.5,0,0,81.5,79.83,76.56,76.16,56.33,0,26.83,73.33,0,0,0,0,79,34.5,37.5,0,0,0,0,0,0
Desk 66,87.34,62.77,87.43,87.09,55.92,87.4,86.39,86.39,86.22,73.5,74.34,87.35,87.18,87.17,77.34,80.34,37.5,42.3,86.79,0,0,74.5,85.93,62.92,70.67,0,84.72,0,83.67,38.34,26.17,86.34,68.84,53.67,0,0,0,70.67,83.79,50.5,75.5,62.17,43.33,0,0,0,84.88,74,65.37,66.84,42.17,62.34,56.5,0,61.84,0,83.29,76.03,84.25,55.74,46.5,84.55,50.67,0,0
DEsk 28,0,0,22.91,0,57.58,0,54.5,0,0,22.17,0,80.62,0,57.17,81.67,44.5,0,41.31,33.15,23.67,31,60.83,34.5,14.5,60.83,61.52,11.33,2.03,22.31,34.33,0,0,0,0,0,0,48.67,24.74,40.67,33,56.17,63.09,0,0,0,39.5,87.95,60.33,83.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 51,53.33,84.67,28.67,84.17,46.83,80.21,81.33,0,38.5,62.67,72.99,82.83,81.67,79.83,44.83,27.5,84.67,84.5,76.83,0,82.66,56.17,85.5,0,19.71,64.67,86.5,80.83,64.06,0,59.26,84.33,0,0,0,0,0,52.33,77.5,0,83.78,48.33,84.67,0,0,0,0,80.83,0,34,64,3.83,88.33,0,0,70.83,85.02,56.19,67.33,0,0,88.21,80.71,72.38,78.83
Desk 15,7.5,0,0,0,0,0,0,0,0,0,49.67,0,0,0,0,0,0,0,49.34,0,0,0,0,0,0,0,0,0,0,0,0,0,85.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.67,18.5,0,0,0,0,79.89,0,0,0,0,0,27.98,0,0,0,0,0
desk 81,0,0,0,0,0,80.33,3,76.33,0,62,0,83,0,80.33,0,0,76.16,0,41,0,0,78.66,0,75.17,0,70.33,0,78.67,0,0,0,0,0,0,0,0,82,0.12,0,81.5,0,60.83,0,0,0,0,58.33,0,36.17,0,0,79,0,39.33,0,0,81.66,0,79.5,0,83.16,3,92.01,0,0
Desk 19,0,0,0,0,0,0,0.5,0,0,0,0,15,0,0,0,0,0,52.17,0,0,0,38.83,0,0,0,0,0,0,0,0,0,42.67,0,0,0,0,0,22.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 90,0,0,0,0,0,5,0,0,0,0.83,0.46,22,0,3.84,1,0,0,63.17,0,0,53,47,0,1.5,0,51.17,0,15.67,12.5,0,0,0.67,0,0,0,0,0,0.83,0,78.5,0,0,0,0,0,0,83.17,0,0,0,0,77.67,3.17,41.67,0,0,77.34,0,72,0,35.83,0,60.17,0,0
desk 146,0.5,0,18.83,46.17,0,0,0,0,0,0,64.67,0,0,58.74,0,62.43,58.84,0,51.78,0,46.83,59.65,0,0,52.34,0,0,0,0,0,0,37.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,94.95,49.89,0,0,0,61.33,0,45.28,42.17,38.5,0,0,0,44,69.51,0,0,0
desk 141,80.17,79.84,80.17,79.34,43.17,5.24,80.01,79.5,79.84,0,80,79.84,80.51,58.51,82.5,80.67,79.17,80.34,80.51,0,82.84,78.84,80,80.17,79.01,0,13,54.83,91.17,81.34,84.5,81.84,84.34,0,0,0,0,0,0,0,86.67,0,0,0,0,82,80.67,61.67,83.84,0,0,82.17,41,0,80.34,79,79.33,59.17,0,0,0,81.83,82,0,82.67
desk 155,77.33,82.83,8.17,81.17,76.83,26.67,83.33,80.5,78.33,0,0,82.5,78,79.33,69.66,76,7,61.83,78.5,0,73.67,76.33,80.33,78,74,67.83,83,77.33,80.17,76.83,70.5,83.66,87.81,75.16,0,0,82.5,80,79.5,75.83,81.33,43.33,65.83,0,0,83.66,79.5,61,80.83,81.83,82.5,90.66,58.17,0,92.32,87.17,85.16,86.83,84,87.5,81.33,50,72.17,0,0
desk 158,0.33,0.5,0.33,0,84.9,0,1.5,1.67,89.5,0,90.67,89.17,0,52.84,75.01,83.34,0,8.5,0,0,78.84,86.17,0,87.17,0,0,0.33,76,100,83.84,87.67,94.72,0,0,0,0,86.84,10.62,0,94.17,88.67,81.01,0,0,86.01,0,0.33,0,81.84,0,9.11,0,13.5,0,0,72.34,81.83,0,0,0,90.5,87.5,0,0,0
2.krs Desk 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,77.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.17,0,23.17,0,0,0,0,0,0,0,0,0,0,0,0,0,25.33,7.67,0,0
desk 113,23.11,48.43,67.67,80.76,72,54,0,76.67,78.5,0,0,82.67,77.67,77.51,0,0,82.5,83.34,73.5,0,60.17,76,74.34,61.84,0,0,79.17,57,62.5,25,0,88.83,73.5,0,0,0,78.5,58.84,80,0,0,0,70.5,0,0,4,82.5,36.67,82.51,0,1,77.01,78.34,0,0,0,80,84.17,80.5,0,57.17,81,75.5,0,0
desk 106,0,59.67,75.83,73.5,0,0,0,77.5,0,0,0,53.83,63.83,43,0,0,72.67,75.83,0,32.67,0,88.24,9.41,50.17,0,0,85.16,81.17,57.17,68.33,36.17,0,73.99,0,0,0,31.33,0,38.67,0,0,83.17,70.83,0,0,85.57,51.33,79.17,35,0,83,80.33,69.17,0,0,57.5,81.67,84.83,2,0,63.5,80.83,62.33,0,0
Desk 60,48,62.95,83.17,83,81,83.17,30.33,0,0,0,0,0,0,0,0,8.67,18,0,0,78.5,0.67,0,41.17,29,0,0,0,0.33,45.67,0,0,59.5,9.67,0,0,0,0,17.17,70.33,0,64.67,36,0,0,0,51.33,46.67,40.67,87.29,80.63,83.47,76.66,0,41.98,0,0,79.17,0,85.66,0,55,83.51,74.5,0,0
DEsk 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 68,86.66,82.16,0,18.5,0,60.33,83.16,0,52.83,0,42.67,0,77,19.83,0,61,50.5,35.17,58.5,0,83.5,77.83,80.17,20.33,0,86,0,0,0,0,81.5,84.67,56.83,0,0,0,20.5,66.5,0,76.83,80.5,84,85.66,0,0,79.17,37.33,0,86.17,0,82.5,82.33,0,10.17,0,61.33,82,18.83,80,0,0,57.17,70,0,0
DEsk 27,0,0,0,0,0,0,65.5,78,76.67,0,0,0,68.33,0,0.5,0,0,13.16,0.5,0,0.67,0.67,1.5,0,0.33,0,80.97,8.31,61.33,0,0,0,36.33,0,0,0,0,48.22,0,0,78.17,0,0,0,0,0,0,0,73.8,0,0,0,0,0,0,0,78.33,0,57.5,0,0,33.5,73,0,64.83
Desk 50,69.06,78.56,70.89,70.67,64.88,0,0,0,0,0,0,0,0,63.34,70.67,68,77.17,79.66,82.49,0,79.47,73.17,78.47,80.83,75.17,82.28,70.83,68.61,65,67.83,77.93,79.17,85.76,64.42,0,0,0,79.23,71.67,0,81.33,70.38,61.38,0,0,85,0,0,43.17,0,56.83,0,75.83,0,81.49,83.17,53,80.64,71.47,60.66,59.83,80.13,0,0,78
Desk 16,13.67,0,0,37.84,0,0,0,0,0,0,64.84,17.67,0,26,0,76.51,65.84,2.33,22.32,0,0,65.79,37.45,23.44,0,0,0,0,0,0,0,0,86.83,0,0,0,43.17,58.83,0,0,0,0,1,0,0,0,0,0,77,0,27.69,47.19,27.68,0,0,0,0,0,0,0.33,0,0,0,0,0
Desk 84.1,45,84.74,91.11,57.34,77.34,88.36,40.33,3.5,86.51,78.67,47.5,87.31,84.17,85.17,74.17,85.44,50.6,90.26,91.42,0,82.73,87.34,84.67,86.04,87.04,0,88.85,82,62.83,83.67,87.48,88.67,78.84,88.79,0,0,88.26,79.5,80.17,85.4,88.22,55.17,65.34,0,0,83.67,80.67,81,82,56.65,83.17,79.5,89.45,0,47.5,86.25,85.67,81.5,60.5,79.83,87.03,90.86,88.36,0,0
Desk 17,0,80.2,81.2,0,0,0,79.22,78.89,0,0,0,0,79.24,0,0,0,0,81.59,0,0,0,0,0,0,0,0,77.79,56.29,0,0,0,0,0,0,0,0,0,0,0,0,0,77.84,74.67,0,0,0,19.83,79.86,0,0,0,0,79.71,0,0,0,0,80.39,79.89,0,0,0,0,0,0
Desk 89,0,9.33,44.67,58.22,0,0.83,0,28.16,0,0,21.79,73.11,48.94,25.33,37.5,0,0,23.54,82.54,0,0,0,69.65,34.31,66,77.94,28.33,67.34,21.17,14.83,0,22.87,74.87,66.19,0,0,0,54.47,61.13,42.5,21.43,61,67,0,0,21.5,32.69,30.67,22.01,0.33,0,0,0,37.11,33.83,0,79.01,80.57,32.05,34.33,0,70.35,41,0,0
desk 148,0,0,0,0,0,0,0,0,0,0,0,0,40.83,51.51,67.66,74.83,45.17,78.67,48.21,0,51.33,24,83.5,74.41,62.17,75,53,26.67,56.5,54.5,78,44.97,78.16,69.65,0,0,71.17,60.5,65.85,29.02,76.67,75.17,77.83,0,67,77.57,76.33,81.67,52.42,38.26,75.77,59.66,48.28,37.83,45.83,76.33,71.84,59.33,79.65,84.66,76.17,51.83,69.18,65.35,70.19
desk 132,0,0,0,0,66,13.5,73.5,0,70.5,59.84,68.84,0,0.5,49.5,0,0,0,0,59.84,0,63.5,0,0,65,0,0,50,0,23.83,75.17,0,0,0,0,0,0,0,0,0,0,0,68.67,70.17,0,77.54,72.01,75.01,69.34,74.33,76.16,80.5,71,43,0,71.17,78.5,78.84,78.34,0,46.66,75,79.34,82.5,0,83.01
desk 154,0,66.82,88.65,0,25.5,54.61,81.51,32.59,81.42,63,0,73.67,72.5,73.37,0,25,9.67,87.17,80.15,0,84.62,43.28,42.5,0,0,86.74,0,47.39,86.71,72.51,0,72.34,0,77.83,0,0,0,78.34,81.94,0.33,47.34,27,0,0,0,76.01,63.02,49.17,0.67,1.67,0,82.67,73.17,6.5,69.67,80,0,50.58,81.34,0,0,0,0,0,0
2.krs Desk 9,0,84.03,92,18.62,0,0,80.51,15.08,76.84,0,0,90.13,88.3,90.81,0,0,93.84,99.66,85.67,0,0,81.17,81.67,83.23,0,0,0,0,91.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.61,86.84,85,0,0,89.16,0,74.84,0,0,92.17,85.21,85.55,0,0,89.74,96.51,0,0
desk 119,23.87,79.04,80.17,39.67,0,0,0,79.83,56.06,0,0,65.74,0,0,0,14.17,0,9,0,0,0,45.5,64.5,47.83,0,6.33,35.87,77.5,0,0,0,0,73.49,0,0,0,35.17,54.67,0,46.34,0,0,45,0,18.17,73.17,43.67,50.83,22.33,0,0,0,0,0,0,84,43.17,23.67,69.17,0,46.67,67.5,34.67,0,0
desk 114 ,23.1,82.84,87.59,83,0,80.17,79.17,78.67,0,0,0,83.67,0,51,0,41,82.5,38.5,58.84,0,56.84,80.17,76.34,0,0,26.84,78.67,54.34,0,0,0,78.17,54.33,0,0,0,86.24,57.17,86.22,0,0,64,46.84,0,0,78.34,77.17,74,59.67,0,0,81,32.83,11.83,0,39,77.5,80,77.34,0,72.67,80.17,55.34,0,0
desk 105,84.67,80,0,73.67,0,55.66,70.5,79.67,0,69.17,62.17,0,70.67,0,65.17,65.17,72.5,0,0,0,0,55.83,72.67,0,0,39.5,85.17,21.17,72.83,69.83,15.5,60.33,53.49,0,0,0,0,0,0,0,0,59.33,2,0,0,60.28,0,79.17,76.16,68.67,1.64,80.33,71.66,0,0,0,0.67,0,12.17,0,76.71,80.83,0,0,0
Desk 61,0,82.09,70,79.59,67,78.11,75.16,82.45,72.67,79.79,73.33,0,0,48.31,77.33,39.83,70.33,36.67,80.01,0,56.52,70.19,44.69,70.2,70.7,0,74.05,69.83,69.23,0,76.91,56.17,47.75,0,0,0,81.33,73.28,75.5,0,0,0.5,74,0,0,53.66,76.66,0,0,0,3.83,0,0,45.67,0,47.54,78.33,78.83,0,0,91.33,54.24,73.83,0,0
DEsk 38,81.9,82.17,91.67,0,0,46.21,77.17,0.33,0,85.37,55.17,0,0,0,0,77.33,77.67,54.67,0,0,16.33,77,26.33,76.14,49.33,44.83,39.67,68.33,77.83,0,0,0,0,0,0,0,42.17,75.09,83.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 65,69.22,78.89,49.56,26.17,0,0,74.33,76.94,80.11,0,42.13,78.31,78.31,41.5,0,0,63.51,20.83,79.69,0,82.54,80.22,79.89,0,0,0,0,0,0,0,73.16,79.13,64.5,57.33,0,0,0,77.51,63.66,0,20.5,0,54.05,0,0,78.41,49.83,75.42,0,0,0,51.79,0,74.8,0,0,0,87.33,38.67,2.67,78.03,0.33,40,0,0
DEsk 14,0,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0,79.17,44.5,78.33,44.5,0,0,0,0,0,0,0,5.83,82.83,73,0,0,43.66,0,0,0,0,19,37.5,0,0,81.83,35.5,29.67,0,0,65.5,0,80,23.17,67.17,0,0,84.83,0,0,0,0,0,0,0.5,0,1.33,0,0,0
Desk 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 23,83.17,81.67,76,0,0,0,0,0,0,0,0,47,82.83,80.5,0,0,81.83,77.17,82.33,0,0,83.5,46.33,83.17,0,0,81.33,85.5,82.83,0,0,83.83,81.66,0,0,0,0,39.67,80.17,0,87.17,83.66,0,0,0,0,23.67,45.5,79,0,0,80.83,84,0,0,0,81,62,69.5,0,0,0,0,0,0
Desk 84.2,81.36,53.51,67.17,70.84,83.34,87.97,80.46,76.95,55.45,21.77,83.25,55.57,84.57,67,63.39,83.53,63.19,83.35,83.51,0,80.48,47.47,82.8,77.34,83.95,82.26,79.09,82.41,63.67,1.17,83.21,60.37,86.19,87.52,0,0,0.33,79.5,82.47,80.29,81.94,58.09,82.09,0,79.24,80.22,92.38,78.7,83.53,82.19,84.66,55.99,79.34,0,79.97,80.61,86.77,78.6,52.42,43.25,85.56,81.55,82.38,0,82
Desk 20,0,17.33,14.67,27.83,16.33,0,75.37,63.33,16,0,0,87.75,36,89,0,0,83.83,84.64,75.52,0,0,64.33,80.5,0,0,0,77.33,79.5,0,0,0,82.99,84.33,0,0,0,0,88.84,85.66,0,0,0,54.33,0,0,0,26.33,75.57,86.57,0,0,84.66,75.86,84.67,0,24.33,37.83,78.67,0,0,0,0,0,0,0
DEsk 92,0,39,11.5,0,0,0,0,60.17,0,0,0,0,0,4.5,0,0,34.67,0,56.5,0,0,74.67,0,11.5,0,0,54,61.67,57.33,0,0,64.67,0,0,0,0,64.5,35.33,0,0,51.17,7.17,0,0,0,28.67,47.67,31.5,0,0,0,69.5,0,0,0,0,0,0,0,0,21,0,66.84,0,0
desk 149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,26.83,0,0.33,0,0,0,0.33,0,0,0,0,0.33,0,0,0,0,0,42.5,0,0,0,0,0,0,0,0,11,0.33,0,5.83,0,0,0,0,0,0,0,0,0,0
desk 133,0,0,75.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,17,0,18.33,0,0,0,46.88,9.5,46.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0
2.krs Desk 6,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.17,0,0,0,0,0,69.86,0,0,0,77.67,0,0,0,0,60.79,0,0,0,0,0,49.74,2.5,19.67,8.33,0,0,0,0,0,0,0,0,0
desk 120,15,53.17,66,11.5,8,0,0,0,0,0,12.67,2.83,0,0,0,97,34.83,3.17,33.33,0,50.83,58,83.74,44.67,0,47.09,43.6,0,22,26.5,36.17,2.83,9.83,0,0,0,0,0,0,0,0,0,0,0,0,39.66,0,32.17,14.83,0,39.17,15.5,0.33,0,0,0,45.67,55.33,71.17,0,84,82.42,45.67,0,0
desk 129,0,0,75.67,0,67.67,0,0,80.59,73.67,0,0,76.01,82.98,0,0,78.34,0,70.5,0,72,0,0,0.33,74.67,0,0,46.67,0,25.5,0,75.34,0,85.84,0,0,0,91.37,0,79.34,0,81,79.84,0,0,0,0,89.74,0,84.34,0,0,51.17,80.5,0,0,78.45,60.01,0,0,0,0,81.37,0,0,25.5
DEsk 44,87.17,80.67,80.5,90.48,0,79.5,0,0,81.83,37.17,85,0,72.83,84.67,72.67,0,76.66,68.59,82,0,0,0,0,80.83,0,79,65,80.17,87.83,0,67.33,81.33,0,43.83,0,0,35.67,81.33,83,0,57.17,59.33,0,0,74.17,78.83,80,12.17,82.83,0,80.67,85,79.66,0,0,59,77,62.56,82.17,0,86.33,0,53.33,0,0
Desk 58,15.33,14.5,57,29.44,49.67,26.17,8.83,0,0.5,44.96,18.67,11.33,2.5,78.17,33.5,42.65,39.66,2.33,57.33,55.67,15,0.67,26.5,80.33,0,0,62.69,1.5,0.83,0,54.66,27.33,27,0,0,0,0.67,6.33,0.33,0,14,22.17,61.83,0,0,53.77,70.27,0,10.67,19.33,1.5,58.67,0,4.17,0,0,1.67,76.83,0,0,1.83,64.67,2,0,0
Desk 69,0,68,65.17,11.83,0,69.83,0,8.67,0,0,70.84,70.67,11.83,0,0,71.5,67.33,35.83,76.41,0,65.67,36.17,67.62,60.67,0,74.17,37.83,62.33,0,0,22.33,43.5,63.67,0,0,0,46.78,84,70.84,0,70.84,64.08,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 13,0,12.83,0,0,0,0,0,0,20,0,52.84,0,0,0,0,84.01,41.5,81.84,44.5,0,0,0,0,0,0,0,3,79,0,0,0,0,73.33,0,0,0,36.17,42.84,37.84,0.5,84.51,66,31.17,0,0,86.17,0,80.17,23.33,74.34,0,0,0,0,0,2.83,31.51,0,0,0,0,0,0,0,0
Desk 54,0,11.34,56.83,1.5,0,59.34,0,0,0,28,78.5,0,78.84,29,0,0,1,71,57.33,0,57,86.5,84.17,77.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 24,0,0,58.83,0,0,0,70.17,84.05,0,74.17,67.83,57.17,59.67,0,0,0,0,33.17,0,0,0,71.33,52.5,0,60.17,0,53.83,66,0,0,0,0,81.16,0,0,0,0,69.67,0,59.17,0,61.5,0,0,0,81,0,0,79.17,76.67,79.33,78.67,66.67,0,0,0,0,82.67,0,0,0,0,0,0,0
Desk 75,27.67,10.5,83.67,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 86,0.83,8.17,0,40.34,0,0,0,65.67,0,0,0,1.17,0.67,0.83,0,0,17.5,0,61.67,0,0,76,0,20.83,0,10.97,60.47,20,61.17,83.29,79.78,81.17,79.27,0,0,0,79.5,44,88.75,76.41,31.5,58.67,0,0,0,51.54,59.71,0,1.67,79,79.69,62.17,0,21.01,0,0.5,80.5,0,49.5,15,0,57.34,23.33,0,0
desk 152,36.5,0,15.33,10,0,6.33,11.34,0,0,0,6.84,8.83,0,46,0,22,1.5,0,0,0,24.34,41.67,12.5,0,0,0,0,0,0,0,0,41.83,0,0,0,0,39.5,0,0,20,0,6.83,0,0,0,4.67,39.5,0,0,63.01,0,0,0,0,3.5,62.67,16.33,24.67,0,0,28.83,7.34,0,0,0
2.krs Desk 5,49.67,79.5,0,82.34,0,0,0,70.34,0,0,0,79.17,69.5,55.17,0,24.84,0,78.67,51.67,38.34,0,76.84,74.17,72.34,60.84,0,33.17,0,0,0,78.67,0,58.5,66.5,0,0,1.33,74.51,0,0,0,0,0,0,0,80.17,66.67,75,73.34,0,45.17,0,52.84,0,0,73.67,0,60.67,65.17,0,77.34,74.84,0,0,0
desk 118,56.87,54,0,77.34,0,48.32,0,0,44.79,0,48.6,52.84,0,79.75,0,25.22,78.72,58.38,0,0,80.51,61.34,7.17,0,0,29.17,79.79,0,11.33,0,0,80.24,0.67,0,0,0,24.17,0,0,0,81.01,62.5,0,0,77.45,13.26,78.59,0,40.41,0,38.55,18.71,0,0,0,58.17,81.67,0,75.17,0,82.84,27,84.5,0,0
desk 127,23.1,78.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.17,61.84,79.84,0,0,59.34,66.5,0,0,0,85.17,88,29.66,0,0,0,0.33,84.01,81.01,0,83.34,80.17,0,0,0,80.84,87.74,0,0,0,81.17,61.17,0,0,0,87.34,86.67,83.17,68.34,0,0,87.9,0,0,0
Desk 42,4.5,0,0,0,0,0,0,41.67,0,0,13.33,0,0,0,45.67,0,0,0,0,0,0,0,35.17,35.83,41.5,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,4.83,0,0,0,45.17,83.83,87.72,87.39,0,0,61.17,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 61.4,0,31,0,0,0,59.84,60.17,0,0,44.17,0,68.5,0,9.67,0,0,0,44.5,0,0,51.34,0,43.83,35,0,52,0,0,0,0,56.84,0,1.5,0,0,0,0,0,0,0,62.32,0,0,0,0,0.33,47.17,53.5,72.5,0,60.84,78,45,27.34,0.67,82.34,50.33,79.83,76.05,0,55.84,85.84,49.67,0,0
DEsk 40,0,0.33,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 64,87.17,92.83,0,59.5,79.54,80.34,0,70.67,84.17,0,0,46,81.5,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 22,0,0,79.5,77.33,0,0,79.34,82.5,59.17,0,0,42.5,75.67,77.67,0,0,76.5,55.5,58.83,0,0,76.5,64.67,70.33,0,0,77.33,77.67,82.67,0,0,76.83,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,26.17,0,0,0,0,85.37,24.5,0,0,0,77.83,77.67,78,0,0,76.17,79.83,0,0
Desk 56,0,82.83,80.17,79,0,0,4.5,80.67,78.67,21.33,78,74.84,79,66.84,0,87,0,0,2.83,0,0,76.34,81.67,78.01,0,0,78.5,9.17,90.51,0,5.33,0,0,0,0,0,8,0.33,72.34,0,0,78,83.84,0,0,12.5,2,4.67,74.67,0,0,79.51,26,0,6.33,0,83.5,8.5,80.67,0,80.17,65.84,20.33,0,0
Desk 4,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 78,0,0,0.5,3.5,0,0,82,2.33,79.17,0,0,84.17,20.83,23.67,0,0,47.5,0,56.67,0,0,43.84,0,18.34,0,0,3.5,69.84,58.34,0,0,65.67,0,0,0,0,0,37.17,0,0,0,6.67,6.33,0,0,0,61,0,11.83,0,0,71,0,11.5,0,0,71.17,0,74.17,0,0,54.83,43.67,0,0
Desk 87,4.5,20.67,60.67,23.5,30.17,23.33,23.17,34.33,76.67,80.5,29.5,59.5,82.34,25.34,20.5,20.83,60.51,5.83,12.5,0,25.17,63.34,22,0,46.34,11.67,25.16,23.67,40,0,46.84,50.17,82.5,22.17,0,0,67.84,23.67,47.84,3.5,13.17,25.67,42.84,0,0,17.5,41.83,77.51,47.17,37.5,27.17,48.83,66.67,0,0,66.01,13.5,0,43.5,12.67,14.83,3.33,19.5,0,0
2.krs Desk 2,0,0,0,89.84,79.84,0,0,81.17,78.67,0,0,0,0,56,0,0,89.83,0,0,0,80.5,79.17,54.34,59.5,74.34,69.5,0,0,88.34,76.17,0,0,0,0,0,0,0,0,95.42,0,0,0,72.84,0,0,0,0,0,88.5,0,0,0,0,0,0,0,0,0,77.34,62.01,73.84,35.17,74.34,0,0
desk 117,81.98,44.81,0,84.83,0,0,0,0,77,0,0.83,86.7,59.17,51.5,0,0,87.67,82.17,55.17,0,0.33,84.83,86.33,87.1,0,38.16,1.17,61.17,0,0,0,53.83,46.17,0,0,0,0,0,0,0,0,0,0,0,0,0,54.57,37.17,3.17,0,0,0,0,0,0,15.13,77.46,0,0,0,54.15,78.83,65.83,0,0
desk 128,0,67.17,59.84,83.63,0,84.93,0,26.67,0,0,0,68.67,67.17,0,0,79.67,68.47,86.3,86.29,0,54.42,78.91,75.34,0,85.22,56.17,54.67,85.01,85.51,0,69.5,82.17,80,51.33,0,0,34.4,0,78.89,29.34,82.02,88.01,0,0,0,81.96,0,81.78,79.77,0,47.17,64,81.05,0,46.34,0,74.84,76.67,0,73.64,76.78,79.17,67.5,0,0
