asset,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-16,2024-09-17,2024-09-18,2024-09-19,2024-09-20,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-30,2024-10-01,2024-10-02,2024-10-03,2024-10-04,2024-10-07,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-28,2024-10-29,2024-10-30,2024-10-31,2024-11-01,2024-11-04,2024-11-05,2024-11-06,2024-11-07,2024-11-08,2024-11-11,2024-11-12,2024-11-13,2024-11-14,2024-11-15,2024-11-18,2024-11-19,2024-11-20,2024-11-21,2024-11-22,2024-11-25,2024-11-26,2024-11-27,2024-11-28,2024-11-29
desk 153,9.17,79.83,28.67,83,73.17,78.84,44,73.5,49,0,78.45,89.11,85.01,87.01,41,58,50.34,84.34,81,72.84,62.83,84.5,83.98,78.83,79.34,83.44,62.93,81.09,86.25,85.41,85.21,80.34,82.53,82.5,83.68,81.32,85.98,84.81,66.46,82.29,81.76,82.26,80.58,86.74,81.06,84.37,84.53,86.19,84.51,0,0,78,92.01,0.33,0,75.17,69.84,87.17,90.51,15.33,78.17,0,0,52,72.84
desk 143,83.17,81.67,0,76.84,0,78.17,85.84,0,80.17,0,0,57.84,75.5,56.5,0,74.84,81.84,0,77.34,0,0,0.83,25.33,0,0.83,75.67,67,0,71.17,0,77,0.83,0,0,0,18,78.67,78.84,44.33,0,0,78.17,53.34,0.33,0.33,18.17,1,45.5,55.67,0,78.34,0,77,75.84,0,82.17,58.84,0,32,0,22.51,0,83.67,82.17,0
desk 123,95.6,99.61,63.67,95.13,69.8,90.66,59.83,82.84,0,0,0,56.67,73.34,64.51,71.51,0,47.89,0,86.88,0,55.85,64.84,80.67,77.83,75.34,78.33,76.45,78.78,70.77,77.26,81.91,79.23,0,0,0,65.81,69.99,80.67,90.01,89.85,89.34,98.71,100,70.39,94.9,70.59,100,93.94,98.17,63.62,93.31,94.32,68.32,86,0,0,0,82.63,78.84,0,0,63.67,77.5,44.17,0
desk 151,68.84,67.67,77.84,74.67,80.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.67,73.67,79.5,84.67,90.17,39.34,70,58.34,75.34,73.67,76.11,78.17,77,80.34,74,69.17,69,88.51,81.84,71.34,78,85.17,75.34,86.5,79.01,72.17,70.17,89.84,73.34,71.67,66.67,63.84,80.17,69.84,79.84,66.17,75.5,73.67,70.84,79.34,78.5,68.17,83.17,19.5,71.34,64.67
desk 142,0,12.83,0,1,0,0,0,52.5,59.67,0,72.17,66.83,58.5,69,66.66,69,75.67,69.33,66,62,68.5,69.66,52.33,64.5,40,56.66,53.66,71.17,67.17,0,0,0,0,56.66,38.5,61.5,65.83,45.5,65.5,8.17,41.33,54.88,81.71,65.17,60.5,46.83,77.17,67.33,66.17,64.83,74.93,55.33,70.77,56.61,0,62.83,69.5,58.83,77.5,45,63.5,62.5,0,0,0
desk 122,35,70.5,59.83,34.33,0,64.83,59.33,65.84,70,83.33,0,0.33,0,0,0,0,0,0,76,65.83,73.17,83.66,83.33,90.61,76,47.83,84.5,85.5,76.5,91.48,0,0,0,84.99,0,0,0,43.52,79.02,62.17,76.87,76.87,61.17,43.17,78.67,0,0,0,0,67.5,0,21,73.67,80.26,74.6,58.17,79.5,80.45,25.29,45,81.47,84,78.97,65,49
DEsk 88,0,0,0,0,0,0,0,0,0,0,48.51,10.87,14.17,71.19,24.67,69.84,0,0,0,11.83,44.34,0,33.06,49.06,0,0,75.83,74.67,58.99,0,59.62,23,33.33,0,32.84,0,0,70.88,49.53,50.5,27.83,48.99,46.64,6.33,0,56.84,55.93,59.92,63.24,36.9,77.54,53.51,32.67,49,25.5,41.67,55.47,73.97,80.63,26.84,0,18.33,65,0,65.17
desk 150,64.84,51.5,68,71.84,0,85.71,67.67,65.17,68,0,0,0,0,0.67,0,69.5,81.51,52.84,78.75,72.67,65.34,79.88,77.54,70.84,74.67,49.66,54.33,74.34,77.84,69.5,81.61,73.34,67.84,73.09,62.34,71,56.22,78.34,75.04,79.5,48.84,42.16,70.49,77.84,43,52.79,75.78,76.94,75.26,47,82.67,77.89,79.05,50.71,68.67,74.18,76.34,66.17,68.34,46.17,73.01,82.96,71.34,32.67,41.5
desk 135,79.34,78.34,78.5,76,80.84,79.5,81.67,88.4,79.84,73.67,81.17,77.51,72.5,77.82,80.67,78,80.51,80.67,79.67,79,85.84,83.28,74.5,0,83.31,80.67,51.33,80.84,79.67,85.34,76.17,80.67,73.5,80,49,80.84,79.34,80.84,82.17,79,87.01,45.83,80.51,80.84,81.17,80,79.34,80.17,78.67,75.67,81.17,82.54,80.5,15.67,78.84,80.17,80.67,79.01,79.34,61.34,80.34,21.84,82.5,79.84,0
desk 121,84.67,85.16,80.17,80.83,75.16,0.83,61.46,61.96,71.5,32.83,0,0,88.83,74.17,0,0,26.02,0,12.86,0,4.67,73.33,74.66,84.5,58.16,70.68,91.51,92.67,69.5,73.49,79.17,0,0,6.67,0,81.83,83.17,80.33,77.33,71.67,44.5,6.33,53.5,0,58,87.5,82.33,57.5,77.67,0,84.5,85.17,88.68,76.17,0,84.5,81.33,85.17,0,0,0,0,77.22,75.67,45.67
Desk 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.84,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0
desk 82,77.34,46.5,73,0,0,79,0,0,0,0,56.17,54.17,53.84,79.67,0,76.17,0,76.67,0,0,39.84,31.83,58.17,44.84,0,78.67,53.34,8.17,78.67,46.84,63.34,81.34,80.17,0,0.5,85.84,0,49.67,0,75.67,88.79,0,54.67,85.67,0,0,0.33,0,0,9.17,50.34,79.67,53.84,40.83,0,78.17,51.83,70.84,0,35.34,71.67,51,31.5,0,0
Desk 94,79.85,51.5,51,81.99,0,75,79,0,0,0,0,0,0,52.23,0,80.53,0,1,22.84,0.5,79,63.97,45.3,55.96,40.62,24.67,83.67,6.58,59.08,86.74,56,78,81.87,63.36,7.17,75.33,52,0.33,83.14,0,0,0,15.17,44.67,0,75.84,60.56,38.5,0,0,47.84,0,0,0,0,0,0,0,0,0,19.17,0,78.67,0,1.33
desk 144,79.5,74.33,77.17,70.83,61.33,79.5,73.67,79,81.17,71.83,76.67,79.33,76.67,81.17,71.17,79.67,78.33,48.83,74.67,76.83,80.17,82,81.67,80.5,63.16,78.5,58.66,85,87.33,78.17,80.5,80.16,54.67,76.33,81.33,75,79.17,80.17,56.33,45.67,80.83,59,73,79.17,82,81.5,89.63,49.5,50.33,81.66,81.83,81.17,78.33,83.67,45.83,79,61.33,78.67,80,75.5,83.83,81.83,84.67,62.67,81
desk 134,78.5,0,76.67,76.5,0,0,0,0,0,0,77.34,0,0,0,76.84,0,0,0,72.67,0,0,0,71.5,0,0,0,0,76.84,0,0,0,0,0,0,79.01,63.84,0,76.51,74.84,0,74.5,44.17,78.17,0,0,0,0,0,58,63.34,0,0,76.34,0,0,0,0,0,75.34,0,0,0,64.17,0,0
desk 124,71.17,91.34,78.17,65.91,70.57,74.21,74.69,86.35,79.68,45.67,0,83.3,84.95,37.5,40.17,54.34,15.23,12.72,22.38,42.34,20.67,70.67,72.84,74.5,68.83,12.33,79.34,2.5,80.67,79.34,78.05,82.04,75.34,75.84,0,0,84.67,12.5,88.17,76.5,38,27.33,44.84,78.67,81.62,49.84,80.17,79,70.67,74.01,1,91.22,86,60.34,0,64.84,62.34,67,77,85.84,35.17,86.99,89.98,52.47,22.13
Desk 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 55,78.34,79.67,86.66,0,0,16.33,67.34,75.34,70.17,0,0,82.01,83.51,87,56.5,21.33,64.34,74,0.5,0,0,86.89,54.5,14.83,0,22.83,86.66,67.01,0,0,0,24.42,39.91,78.17,0,0,74,0,21.17,51.34,0,78.51,34.5,11,0,0,77.5,80.67,0,45.51,44.67,0,66.5,67.51,0,61.67,67.41,30,6.5,0,69.51,47.17,4.5,31.99,0
DEsk 5,0,0,80,0,0,0,79.17,0,22.83,0,0,85.5,88.34,74.17,0,0,73.67,82.34,79.83,0,0,82.5,84.5,79.83,0,0,84.83,82.17,82.17,0,0,0,0,82.34,0,0,81.33,58.33,88.33,0,81.33,85,50,0,0,0,40.67,82.33,97.26,0,0,74.5,82.34,36.5,0,0,82.83,67.37,16,6.5,0,95.14,57,61.67,0
desk 83,0,0,0,79.4,29.5,2.5,0,3.5,0,0,0,0.33,0,0,0,5.5,0,0.33,81.69,0,0,0,0,61.84,0,0,0,2.34,24.17,0,0,0,78.84,0,0,0,0,1.67,0,0,0,2,0,73.17,0,0.33,0,0,47.67,0,0,0,0,0,0,0,0,0,0.33,0,1.33,0,7.83,2,0
Desk 95,38.67,0,1.5,0,59.67,21.83,0,2,79.5,0,76.67,32.17,0,0,0,0,0,59.84,0,54,28.34,36.34,40.77,11.67,0,0,24.34,0,25.5,0,30,0,43.5,0,80.7,0,0,23.84,52.17,0,0,8,51.5,22.84,0,77.34,6,30.5,4.5,0,80.17,0,0,47.5,72.67,0,0,82.34,0,43.67,47.34,0,48.34,0.33,5.5
desk 145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 139,40,85.37,72.83,84.17,0,0,0,52.83,65.33,69.5,0,55.33,0,70.83,0,0,80.27,79.77,0,0,0.33,74.66,66.5,81.8,0,71.98,12.33,1.5,58,0,0,0,0,1.83,0,0,0,56.2,50.83,46.83,0,0,72.5,72.83,0,0,57.41,16.5,0.33,64.67,71.67,0,0,42.33,0.5,0,60,0,64.17,0,85.65,0,0,24.83,60.17
desk 125,79.34,45.5,75.5,76.84,81.81,48.67,78,57.01,86.26,85.17,76.5,80.34,91.87,91.17,67.02,1.83,0,35.17,86.17,91.96,30.83,79,76.17,81,63.5,0,75.17,92.67,79.67,82.17,0,7,0,73.67,89.51,0,0,68.34,89.67,83.67,89.34,91.36,65.67,57.83,34.34,87.64,87.3,80.62,85.44,59.77,89.17,88.77,59.5,46,0,85.85,83.34,58.84,0,0,43.67,30.01,78.17,69,0
Desk 74,0,76.84,0,0,0,0,0,0,74.67,0,0,26.17,76.84,0,0,0,0,76.5,0,0,76.67,0,47.17,77.67,0,0,0,28.67,0,0,0,0,43.67,0,0,0,0,76.01,64,0,0,52.83,78.84,0,0,66.5,74.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 6,0,19.17,0,0,0,0,52.17,59.01,59.67,0,0,79.67,25.5,58.5,0,0,58.34,0,74.84,0,0,75.17,61.18,80.51,0,0,0,0,0,0,0,0,0,76.34,0,0,1.17,0,82.22,0,0,69.51,0,0,0,0,72.17,41,80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.68,0
Desk 76,20.83,0,0,58.67,0,77.41,36.67,0,26.5,0.33,0,0,0,24.5,0,36.67,0,1.83,39.84,0,37.33,0,4.83,0.67,0,55.67,31.83,70.63,14.96,14,78.77,51.67,57.17,16.67,0,25.17,0,64.67,0,0,0,0,0,12,0,0,0,43.83,36.52,0,75.84,52.17,0,65.5,0,54.34,48,61.14,78.31,0,23.17,14.17,35.83,0,0.83
Desk 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07,0,0,0,0,0,0,0,0,0,0,0,62.84,0,0,0,18.33,43,0,52.34,45.34,0,0,0,0,0,38,0,0,0,0,78.67,45.67,0,0,72,70.5,0,0,0,68.34,70.88,58.67,0
desk 84,0,36.17,0,37.83,0,72,0.5,0,46,0,0,38.34,33.5,21.67,0,43.67,39.83,18.67,28.67,0,44.5,42.17,0,0,33.17,67,59.83,33.17,67.84,0,0,0,0,39.17,0,52.67,17.5,54.5,71.17,0,45.67,70.17,14.33,76.67,25,55.67,11.5,45.5,0,0.67,42.67,52.34,0,67.34,71.17,0,0,0,85.79,0,39.17,0,0,37.17,0
Desk 93,0,0,0,57.5,0,0,0,0,55.95,0,0,0,0,34.5,0,0,0,0,0,0,0,50.34,56.5,38.17,0,0,0,0,18.67,0,0,0,0,0,0,0,0,0,57.05,0,0,0,78.5,36.67,0,0,0,0,0,0,0,20.83,0,65.84,0,0,0,0,0,0,0,0,51.34,0,0
desk 136,0,0,1.17,52.84,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0.67,0,0.33,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,13.5,0,0,0,1.67,0,0,29.5,60.54,40,19.5,78.84,0,0,75.67,78.34,0,0,0,0,0,0,0,81.34,0,17.33,0
desk 138,46.5,55,67.34,79.34,54,30.5,40.21,56.87,54.67,74,0,43.33,0.67,68.5,0,58.34,58.34,31.84,0,0,48.17,82.67,85.23,72.17,52,63,49.02,70,0,70.5,74,43.8,72.34,66,0,54.26,67.59,48.42,78.24,40.74,80.88,32.17,56.2,42.84,41,4.17,79.16,40.67,59.82,76,57,62.67,0,79.6,0,0,23.83,44,21.33,0,32.67,14.33,19.34,36.83,0
desk 126,0,60.34,81.84,82.67,78.84,84.03,85.51,84.67,62.34,87.14,24,86.09,85.58,84.01,67.67,83.84,30.5,79.66,75.51,55.14,10.67,80.84,84.34,83.33,78.5,82.67,79,77.84,0,0,0,0,0,0,0,0,73.51,42,54.5,73.67,32.5,0,88.4,57.01,0.33,80.67,66.84,83.34,57.17,0,70.09,1,0,82.67,81.51,85.18,45.51,88.15,0,0,0,0,84.34,86.17,0
2.krs Round Desk 3,0,0,9.5,9.33,20.33,0,0,0,0.34,0.33,0,39.5,0,0,0,0,0.66,4.33,3.83,0,1.67,23.33,0.67,1.26,0,0,0,0,0.33,0.67,0.33,2.17,0.5,19.34,0,36.5,3.5,23.17,0.67,0,0,0.5,0,0.83,0.33,0,0.5,0.33,0,0,0,35.34,0,0.33,0,55,1.83,9.33,0,0.33,0,0,17.83,46.34,7
DEsk 25,89.67,82.49,0,82.66,0,0,81.67,83.17,80.5,0,0,0,0,0,0,21.67,0,87.17,88.67,0,69.17,0,50.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,0,0,78.83,0,0,0,10.5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,45.67,0,0
New desk1,0,0,0,0,0,0,0,0.33,55.67,46,0,0,1.33,0,0,0,0,39.67,36.33,0,14.17,5.5,56.34,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,59.84,51.17,0,0,18.67,0,0.33,0,0,0,0,0,35.5,43.83,15
Desk 3,0,0,0,0,0,77.98,0,81.67,82.51,0,79.53,0,80.17,74.88,0,72.24,73.08,0,0,0,0,0,79.33,82.47,0,74.33,0,0,65.18,0,0,0,0,85.23,0,80.75,14.76,44.93,0,0,83.3,0,86.67,0,0,62,0,78.34,0,0,0,84.56,84.07,47.33,0,0,0,81.11,24.61,0,0,0,83.66,85.49,41.5
desk 77,19.5,0,39.34,26.17,0,38.67,0,0,79.84,77.34,74.84,54.17,35.84,78.29,0,28.5,0,0,85.73,0,15.67,0,65.34,63,0,26,0.33,42.34,0,0,2.83,0.67,13.17,0,0,0,0,73.34,0,78,0,0,0,0,54,22.33,0,0.5,2.83,69.17,71.57,56.23,60,7.17,0,33.17,36.17,79.84,0,12.67,65.17,50.79,15,0,40.17
Desk 9,0,0,0,0,0,0,0,0,0,0,0,0,0,27.67,0,0,0.66,0,33.17,0,0,0,0,0,0,0,0,0,0,24.17,0,1,0.5,0,0,0,0.33,5.17,0,0,18.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Desk 91,50.5,0,78,32,0,82,0,0,0,47.67,0,0,78.49,16.17,73.16,23.17,0,0,5,79.83,82.83,0,39,0.33,0,0,0,2.5,0,0,0,0,1.5,23.83,0,0,0,0.5,0.5,0,0,0,78.33,51.83,0,0.5,0,0,81.5,0,47.18,0,0,0,57.08,0,0.33,0,74.67,59.57,0,0,43.67,82.07,0
Desk 96,0,13,0.33,42.51,0,0,0,13.44,0,0,0,0,0,18.17,4.5,0,0,0,0,0,3,4.67,44.83,0,0,0,0,0,0,0,0,0,0,32.33,0,0,0,0,0,0,0,0,72.34,0,0,0,0,5,0,0,0,0,0,55.5,0,0,0,1.17,0,0,0,0,4.84,0,0
desk 137,45.33,60.39,0,70.54,40.37,0,0,0,0,0,0,0,0,0,0,71.5,81.58,81.91,52.06,75.39,46.17,52.69,76.02,78.85,19.51,0,0,0,0,0,68.5,54.34,72.09,74.5,0,69,78.39,32.33,78.54,72,27.34,79.01,41.5,46.17,70.84,69.63,48.5,46.34,17.94,74.67,67.09,51,32.83,74.57,71.5,74.71,77.2,77.69,71.17,81.51,72.49,80.16,34.14,18.33,0
desk 131,29.67,46.67,67,55.17,1.17,0,0,38.84,34.57,72.5,32.5,75.84,55.5,11,52,44,49.84,59,0,0,44.83,74.84,65.84,0,0,52.33,52,7.83,0,0,76.34,0,75.5,73.5,0,67.5,0,78.5,40.48,0,80.5,0,20.5,0,0,65.84,0,78.34,5.33,0,65.5,0,0,0,56.17,0,0,71.17,0,0,75.67,0,66.33,0,25.17
desk 156,81.17,81.34,79.34,0.5,0,83.34,79.5,77.17,76.01,0.33,0,1.84,0,0.67,58.67,0.33,0,83.34,85.17,72.34,81.17,80.67,78.84,86.03,94.67,85.15,82.34,83.8,73.46,0,84,82.01,79.84,0,0,79.51,0,80,72.84,0,82.17,80.67,79.17,86.34,0,80.34,80.01,81.67,42.34,0,82.29,61.34,81.43,1.08,0,84.05,80.67,82.34,84.35,0,79.51,88.96,89.79,84.78,0
2.krs Desk 8,0,0.83,0,0,0,31,0.5,9.33,0,0,0,54.15,79.31,81.84,0,0,0,0,0,0,4,0.83,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0,0,13.83,0.67,0,0.33,0,0,0,0.33,0,0.5,0,0,0,0,0,0,0.5,0,0,2,0.5,0,0.5,0.33,0,0,0.33,0,0
DEsk 36,0,3.67,0,0,0,0,68.33,0,21.5,0,0,0,0,81.17,0,0,0,0,0,0,0,0,0,0,0,0,71.5,0,0,0,23.67,0,0,0,0,0,0.33,0,54.97,0,73.66,0,0,0,45.36,0,51.67,0,17.57,1.5,0,52.6,79.17,56.61,0,61.47,0,0,0,10.83,0,83.5,0,54.83,0
Desk 67,0,0,0,0.5,81.14,0,62.33,80.33,0,0,77.51,84.02,81.83,83.86,78.67,77.21,0,60.5,74.67,81.83,0,84.57,84.41,2.17,78.83,74.5,82.66,82.6,84.61,0,75.79,74.46,66,72.67,73.97,0,80,83.16,0,77.83,0,82.33,78,0,73.83,0,83,84.38,82.22,0,80.74,58.5,73.66,78,77.5,71.5,82.6,83.77,82,74.33,55.67,76.17,20,83.14,0.5
DEsk 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 49,78.17,66.17,0,0,81.17,77.84,80.67,63.5,67.5,78.17,55.5,73.51,60.34,84.67,75.34,88.22,81.01,67.34,71.34,61.5,81.51,60.5,57.84,80.67,79,84.84,62.23,52.84,78,76.17,0,78.34,38.67,67,58,67.93,76.67,61,8,47,87.19,80.84,85,11.67,75,70.84,84.51,59.5,50.5,44.17,0,7,68.5,81,0,73.64,81.01,0,0,0,76.67,78.67,79.01,81.01,56.34
Desk 2,0,0,0,0,0,81,0,63.19,77.34,0,0,76.5,72.84,0,80.29,0,79.5,80.34,0,0,0,79.67,75.51,74.83,0,79.34,0,81.47,74.51,0,0,0,0,0,0,0,0,0,0,81.69,74.67,80.32,78.5,0,0,0,0,77.34,76.5,81.08,0,81.22,80,62,0,0,77.5,82.66,20.67,40.67,82.95,80.78,80.01,83.76,0
desk 80,80,79.67,39,0.83,80.84,55.84,17,2.33,0,0,0,1.67,0,0.83,0,0,0,0.5,82.67,0,80.17,51.84,54.83,79.67,80.01,79.33,78.17,78.17,78.51,76.5,87.68,70.17,78.84,79,79,78.5,0,80.34,2.84,81.17,79.34,0,0,0.5,0,0,0,0,87.49,88.15,79.67,79.67,79,49.34,79.17,78.34,78.84,73.89,0,81.51,78.34,80,78.84,18.5,79.5
Desk 18,0,0,89.33,0,0,0,0,78,80,0,0,80.83,80.83,75.33,0,0,78.17,74.17,80.33,0,0,76.66,84.16,77.16,0,0,81,77,77.83,0,0,78.33,77.67,85.67,0,0,84,46.17,79.5,0,0,79.5,83,0,0,0,81.33,81.33,81.33,0,0,0,80,79.83,0,0,0,80.17,37,0,0,59.83,81,0,0
desk 85,0,0,0,0,0,0.67,0,68.5,67.84,0.33,0,0,0,0.5,0,0,0,0,0,0,0,22,44.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,4,0.67,0,0,0,0,0,0,0,38.84,4.33,9.33,0,0,0,0,0,0,0,0,0,4.83,0
desk 147,0,0,0,0,0,0.5,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.5,0,0,0,0.33,0,0,0,0.83,0,0,0,0,0.67,0.33
