asset,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-16,2024-09-17,2024-09-18,2024-09-19,2024-09-20,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-30,2024-10-01,2024-10-02,2024-10-03,2024-10-04,2024-10-07,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-28,2024-10-29,2024-10-30,2024-10-31,2024-11-01,2024-11-04,2024-11-05,2024-11-06,2024-11-07,2024-11-08,2024-11-11,2024-11-12,2024-11-13,2024-11-14,2024-11-15,2024-11-18,2024-11-19,2024-11-20,2024-11-21,2024-11-22,2024-11-25,2024-11-26,2024-11-27,2024-11-28,2024-11-29
desk 140,26.5,16.17,85.84,57.5,0,0,71.17,42.17,10.5,45.67,43.5,50,76.67,33.5,53.17,0,27.67,41,48.67,45.17,4.5,56,0,81.5,0,73.33,88,53.33,68.17,0,29.17,25,0,0,0,47.5,0,52,48.67,60.67,21.83,28.83,17.83,27.5,0,12.06,44.83,40.5,21.67,28.33,58.34,51.33,0,39,0,36,43.5,0,41.84,3.33,0,52.17,34.34,41,0
desk 130,82.34,14.33,60.01,5.17,52.17,85.53,83.68,33.17,8.67,21.84,40.63,85.34,87.45,0.33,1.67,19.67,48.83,73.05,74.21,24.67,18.34,6.5,57.33,70.32,68.31,63.95,72.27,82.43,78.5,59.5,50,65.67,67.84,72.67,0,63.49,80.5,69.67,65.14,65.13,26.67,5.67,23.58,81.74,55.17,0,0,85.69,89.35,0,0,81.98,0.67,16.67,26.33,73.93,65.58,54.5,48.34,23,4.17,1.5,83.01,28.84,0
desk 157,20.83,38.17,49,49.17,0,42.67,56.17,78.84,18.83,0,62.5,70.5,62.17,71.67,48.83,61.17,36.5,82,63.33,66.5,77.24,72,71.67,81.9,65.5,0,0,87.21,87.37,0,64.34,51.67,31.34,52,0,0,0,43.84,0,0,78.34,90.62,47.83,95.34,0,79.84,86.19,6,5.67,10.17,0,0,88.82,74.31,0,0,0,86.46,85.95,0,79.77,64.6,89.59,81.09,0
2.krs Desk 3,0,0,61.17,45.94,68,36.5,50.5,0,0,0,0,0,59.83,42.67,0,0,0,0,0,0,0,85.16,82.21,55,77.49,73.5,0,0,61.83,0,59.5,0,0,0,0,62.33,74.83,80.83,75.33,0,74.5,82.83,60.83,22.17,0,79,88.5,85.5,44.17,0,82.33,0,59,76.33,0,0,0,0,52.5,0,84.83,49.5,78.83,50.11,0.33
desk 102,88.67,82.5,89.84,80.33,0,0,81.67,38.5,79.84,17.34,0,79.17,0,76,0,0,75.84,0,75,0,0,84.67,76.67,60,0,0,76.84,46.5,75,0,0.33,0,81.34,0,0,0,80.17,66.17,68.5,0,79.34,84.01,75.67,89.81,84.34,76.84,87,75.84,66.67,0,76.84,76.84,0,77.84,0,82,78.67,81.84,83.34,5,83.67,78.17,0,46.17,0
Desk 59,0,21.83,0,43.33,0.67,0,0.61,8.83,0,0,0,0,0,0,73.5,65.33,12,47.33,34.67,0,0.33,52.17,86.2,74,0.33,52.67,43.5,62,34.17,17.17,44.67,10.33,0.33,0,0,65.95,0,0,0,0,75.83,54.5,51.17,79,59.99,67.17,82.68,55.17,34.5,7.83,31.67,44.17,55.67,41,36.5,0,46.33,12,74.67,69.5,60.1,17.17,51.17,58.17,70.5
DEsk 34,0,0,0,0,0,0,39.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,80.17,0,0,0,0,58.32,0,0,0,0,0,0.33,76.67,87.53,0,77.67,7.67,77.67,0,0,0,77.83,0,77.67,0
Desk 66,64.67,39,88.76,88.67,62.67,85.67,59,81.51,85.17,75.5,52.17,71.67,44.5,31.33,43,6.5,83.5,33.5,86.77,65.84,1,76,87.73,86.89,54.67,73.33,87.86,56.84,84.67,87.34,0,0,0,23.34,0,80.5,83.34,86.09,37.17,62,76.17,44.33,77.34,77.5,0,0,82.34,78.84,87.83,60.67,82.5,64.84,66.67,81.45,29,0,72.84,25.83,85.74,28.67,0,74.84,49.83,0,0
DEsk 28,62.31,1.66,0,80.49,0,35,0,78.5,0,0,0,0,50,64.67,73.67,0,0,0,0,0,41.06,3.83,44.73,36.67,0,56.92,21.92,80,58,0,0,0,47.33,0,44.67,54.5,80.63,61.17,56.17,90.14,0,0,0,0,46.83,39.83,43.51,0,0,0,0,41.86,39.2,30.37,41.83,65.55,42.67,40,0,0,36.74,25.07,27,14.58,59.17
Desk 51,10,31.33,73.33,0,57.33,55.9,65.74,56.67,80.83,0,47.67,90.26,74.83,78,67,80.33,76.33,63.33,0,0,85.83,85,40.67,0,16.67,80.14,54,63.83,79,57.67,0,71.33,69.67,0,0,51.17,79.33,82,80,0,80.5,76.33,73.67,66.33,75.83,81.67,63.33,59.67,0,0,77.83,90.17,0,77.5,0,0,86.78,81.83,8,0,85.8,2.67,58.5,79,0
Desk 15,0,0,0,77,0,78.84,79.01,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.84,59.5,0,0,0,0,3.33,0,38.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.69,78.35,0
desk 81,0,0,79.5,78.5,0,0,81.83,76.5,0,84,0,57.5,64,0,0,73.17,0,78.83,0,0,75,79.17,87.17,75.67,38.83,0,0,78.33,75,0,55.83,0,78.5,0,0,0,80,0,79,0,0,0,0,0.83,0,42.17,0,68.17,43.33,0,0,57,0,76,0,0,77.5,59.17,0,0,0,78.67,79.33,0,0
Desk 19,0,0,0,0,0,0,0,0,10.67,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 90,0,0,0,42.33,23.84,0,0,0.33,7.83,0,0,48.84,29.17,5.67,0,0,0,73.17,71.67,0,0,23.17,0,0,21.5,0,20.67,73.05,0.33,0,0,0,0,0,24.83,10.17,0,22.5,34.5,9.5,43.5,0,41.17,47.33,0,32.5,0,0,0,0,0,39.5,0,31.84,38.17,32.5,0,36.5,9.83,0.5,0,0,0.67,0,0
desk 146,0,0,0,0,38.34,36.15,0,0,81.83,0,0,68.7,73.67,69.22,42.72,36.74,0,0,0,0,0,0,0,48.66,42.48,72.5,36.01,86.52,58.36,0,0,0,0,38.9,44.91,0,0,37.11,58.45,66.96,63.14,0,28.83,0,0,66.5,87.67,72.84,33,82.67,50,0,0,0,0,45.45,0,0,59.84,0,0,0,0,30,53.86
desk 141,89,74.31,37.17,0,0,0,83.67,0,0,0,0,0,92.34,0,0,79.17,79.17,79.17,85.67,0,80.01,75.67,0,0,0.33,0,80,85.51,78.17,79.34,0,0,0,78,0,78.84,79.34,76.5,79.34,75.5,87.54,44.33,83.06,0,0,80.67,80.12,79.84,77.17,42.17,56,78.84,80.69,0,0,79.34,78.84,79.5,84.34,0,79.67,79,79.5,79.17,0
desk 155,15.67,74.33,76.83,43,0,89.61,86.83,79.67,45.83,58.33,78,83.33,87.33,65.17,27.5,79.5,44.67,81.17,87.5,84.17,22.83,29.83,21.8,23.37,80.16,0,78.5,79,80,80.33,0.33,82,80.17,76,73,0,0,88.67,82.5,0,0.33,0,87.05,0,49.17,83.17,71.91,58.67,17,54.89,58,75.67,70,77.66,59.5,77.16,87,87.18,77,42.5,77,78.33,78.66,79.17,67.17
desk 158,80.01,81.51,79.34,58.5,70.17,86,83.5,90.6,86.17,76.67,83.67,56.33,82.67,79.17,67,80.67,44.01,87.67,80.84,57,75.84,78,75.67,80.5,66.67,74.17,88.17,64.67,78.17,68,75.84,76.5,56.5,84.17,64.5,0,0,26.67,0,0,0,0,0,0.33,0,67,0,81.67,83.84,0,0,0,0,0,0,65.5,0,0,78.84,79.84,0,85.67,83.84,62.67,0
2.krs Desk 4,0,0,0,0,28,0,0,0,0,0,0,34.33,0,79.67,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.67,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.34
desk 113,14.83,0,0,0,0,47.5,78.86,55.85,0,36.84,0,39.5,73.51,71.17,0,0,83.77,59,73.34,0,0,15.5,48.21,23.17,0,30.83,71.34,41.17,67.67,0,18.83,81.17,77.34,0,0,84.5,54.67,84.17,74.5,0,49.84,79.67,48.67,41.83,0,77.84,81.5,0,75.84,0,0,81,84.17,79.01,0,0,78.84,76.67,71.23,82.34,0,82.67,0,79.67,0
desk 106,0,0,0,0,0,0,89.29,0,69.5,0,0,0,0,61.17,0,46.83,0,0,51.67,0,0,0,83.88,0,72.83,0,83.5,33.5,76.33,0,0,0,0,0,0,0,53.67,89,0,0,81.83,50.17,51.16,0,0,80,81.83,0,79.22,79,83.33,84.33,77.75,0,0,0,0.5,0,80.5,86.5,0,57.67,63.67,82.83,0
Desk 60,82.31,56.83,0.33,51,28.16,0,0,0,51.67,0,13.67,0,0,46.17,0,35.17,0,0,55.33,0,49.67,30.5,0,33,58.17,0,5.5,0,35.17,0,0,39.17,23.42,52.33,8.17,0,11.33,0,55.83,0,75.17,79.45,34.83,0.5,0.67,27.5,36.67,5.17,41.17,42.33,0,0.33,0,4.67,0,0,57.33,0,38.83,25.67,0,0,81,83,3
DEsk 33,79.83,81.66,81.83,0,0,89.33,79.5,80.33,0,0,80.33,82.67,77.67,0,0,81.17,82.67,0,0,83.83,82.5,79.83,78.33,0,0,81.67,80.83,86.17,0,0,81.5,80.17,79.5,0,0,79.5,55.33,82.33,0,0,81.5,83.17,0,0,0,0,79.83,82.5,0,0,81.17,83.8,87.33,0,0,79.17,83.83,79.33,0,1,79.5,79.5,84,0,0
Desk 68,51.16,30.33,0,57.33,0,0,84.67,78.5,54.33,0,48.17,0,81.5,21.17,57,23.67,0,55.83,49.33,79.67,86.5,78.79,25.83,59.83,83.67,60,79.5,0,79.17,0,51.66,0,81.83,49.67,0,46.17,81.66,84.16,68.41,79.67,47.5,43.5,55.33,51.33,52.66,0,88.67,61.48,40,0,0,85.5,72,18.17,55.17,83.83,63,52.67,75.83,0,59.83,0.67,39.67,0,15.17
DEsk 27,71.67,55.99,78.17,84.83,0,0,0,0,0,0,0,79.83,5.17,0,80.67,80.17,0,0,0,0,79.99,79.66,37.33,70.33,0,77.5,79.83,71.33,0,0,0,0,79.33,79.17,0,50.17,6.17,0,79.17,0,77.83,0,67.33,57.16,0,76.67,50.67,77,0,0,48.83,72.67,0,7.17,0,32.67,10.17,0,36.33,0,0,28.17,52.67,0,0
Desk 50,77.17,84.12,78.33,65.45,0,60.77,85.33,52.43,75.33,0,79.5,75.42,74,80.58,67.17,66.4,74.5,74,85.39,86.05,67.17,0,75.33,82.04,65.7,79,86.35,82.5,87.85,72,79.83,97.33,79.33,40.49,81.83,86.48,51.5,6.81,51.67,75.33,85.96,76.83,85.62,71.17,26.61,68.83,84.5,84.93,62.5,83.43,18.83,100,68.17,81.91,65.57,87.9,79.83,59.5,76.33,65.33,80.5,81.13,48.17,86.37,0
Desk 16,0,0,0,0,0,9.5,4.83,2.17,0,0,0,0,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34,0,0,0,67.84,0,38.84,3.5,0,0.83,59,0,1.93,57,0,0,52.5,79,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,72.67,0,0
Desk 84.1,82.84,88.26,79.08,68.91,90.4,86.21,87.84,0,90.36,89,90,90.83,90.82,88.84,61.34,89.45,90.78,90.94,91.1,91.43,83.34,89.51,88.89,68.38,65.88,90.36,59.33,0,0,0,0,0,0,0,0,0,70.59,81.67,73,77,84.5,79.17,0,57.84,75.84,73.34,87.17,66.49,84.84,71.34,86.13,82.17,52.33,68.5,51.51,82.67,87.24,87.34,81.17,88.39,56.17,53.86,86.5,0,53.01
Desk 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 89,67.34,40.47,26,17.12,38,0,0,0,0,0,10.67,0,23.84,15.49,37,35.79,39.62,1.27,48.17,0,49.23,0,22.21,0,29.5,0,37.16,74.32,56.5,18.83,32.5,0,46.17,43.25,45,7.88,0,10.17,0.33,50.67,44.82,0,74.14,12.67,0,0,45.42,33.41,35.06,3.83,64.86,0,9.01,0,61.66,0,6.33,18.78,79.67,19.94,21.5,44.57,14.5,0,17.17
desk 148,55.23,59.5,86.4,65.17,81.66,78.59,73.5,77.17,77.83,78.33,78,61,71.17,72.5,84.83,60.82,79.49,53.67,73.33,83.34,78.83,68.5,81.03,72.17,33.17,79.55,48.89,75.06,81.33,50.16,79.17,0,0,0,19,78.79,68.46,77.83,77.5,72.17,63.99,42.49,77.17,72.5,55.67,62.52,82.19,82.5,77.03,52.87,73.83,78.39,71,58.73,74.5,80,77.26,76,75.83,54.77,74.33,83.46,84.67,36.83,83
desk 132,0,59.34,0,77.67,0,0,0,59.67,68.17,0,0,0,58.17,61.5,0,0,0,0,0,21.67,0,0,64,69.17,0,0,0,1.33,63.17,0,69.5,0,0,0,0,0.67,0,65.34,62,20.83,0,0,54.17,64.67,0,0,0,47.67,53.5,0,0,0,67.84,67.17,0,0,0,71,0.33,0,0,0,74.01,40.17,0
desk 154,3,78.5,15.84,23.67,0,49.34,0,77.84,86.13,0,41.17,82.84,71.75,59.67,53.91,0,52.5,38.03,25.17,79.84,19,21.99,0.83,45.17,81.34,0,76.17,56.67,56.84,0,0,70.01,75.37,0,37.33,0,88.99,75.48,56.5,0,0,64.5,63.84,55.5,63.26,5.17,0,18.5,74.5,77.5,0,81.17,10.17,70.5,0,5.67,8.17,0,43.17,21,8.5,0,40.17,31.83,32.33
2.krs Desk 9,0,0,94.34,81.83,0,0,78.67,57.56,82.5,0,0,0,0,79.67,78.28,0,80.67,85.84,80.49,0,82.35,0,0,80.21,0,0,82,83.08,79.25,0,79.78,81.12,82.29,0,0,0,85,0,79.51,78.17,0,87.21,79.17,87.51,0.33,0,0,88.51,85.44,81.95,0,0,0,0,0,0,90.34,0,0,76.84,0,90.84,90.57,0,0
desk 119,61.08,21.17,50.09,0,0,0,55.17,0,8.33,0,0,56.17,56.17,0,0,42.33,56.5,68.13,26.5,0,77.15,2.67,34.49,21.83,56.67,53.5,52.5,67.67,46.17,70.67,12,49.5,35.33,0,0,73,55.2,55.2,0,77.67,55.33,44,83.5,21.83,0,64.23,90.07,45.74,42.33,11,16.5,22.5,10.5,30.17,0,23.83,0,49.67,46.17,0,55.62,33.5,80.5,23.17,0
desk 114 ,0,84.44,84.51,81.17,0,78.17,38.38,51.34,0,37.67,0,80.51,0,0,0,0,84.11,75.67,0,0,0,84.56,84.71,81.67,0,0,80,63.67,78.17,0,0,55.5,67.17,0,0,76.17,79.84,86.17,85.5,0,69.34,56,68.17,79.67,51.34,0,74.67,77.12,78,0,0,77.67,68.17,79.67,0,0,23,67.33,0,1.67,0,84.67,84.17,57.17,0
desk 105,73.83,0,0,0,0,0,73.33,0,0.83,0,0,40.34,0,0,0,0,61.67,0,58,0,0,0,52.16,0,30.17,0,37,0,74.83,0,0,70.33,65,0,0,0,59.5,66.5,60,0.33,52.5,57.67,80.83,62.41,79.67,81.17,77.5,77.5,19.5,0,78.83,85.67,0,0,0,0,79.83,71,80.5,87.33,80.83,76.5,77,24.5,0
Desk 61,0,43.83,82.5,54.67,52.33,79.17,70,82.5,80,69,45.17,81.5,81.5,78.67,60.83,73,46.17,44.83,48.83,77.17,17.67,16.17,76.17,78.16,55.17,56.5,48.67,67.33,83.33,52.5,31.17,0,0,0,0,78.25,40.17,18.33,40,50.17,74.33,77.83,57.67,0,3,36.5,0,0,52,70,0,39.5,0,81.5,78.67,0,0,0,0,0.33,0,0,46.5,0,2.33
DEsk 38,0,0,0,0,0,0,63.67,25.83,0,0,0,69.17,23.33,0,0,0,32.67,0,56.33,0,0,3.67,0,0,0,0,19.83,0,71.84,0,0,0,66.17,0,0,0,0,0,0,0,32,57.83,78.83,70.33,76,0,75.33,77.83,0,0,56.83,49.67,49.67,0,0,51.33,60.83,79,0,0,80.17,59.84,43.67,0,0
Desk 65,80.83,79.67,78.38,80.33,79.33,80.57,77.24,21.66,0,76.33,58.83,79.17,39.17,4.17,0.33,2.33,77.65,71.83,39.83,0,0,55.19,59,79.5,0,0,0,76.57,78.5,0,0,80.17,76.77,55.78,78,79.17,81.67,71.83,78.82,81.82,0.33,0,0,1.5,0,0.67,0,0,0,0,0,0,0,4,75.5,0,0,2.67,0,0,0,0,0,0,0
DEsk 14,0,0,0,30.5,0,0,45.17,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,15.17,47.6,0,0,0,0,0,0,0,0,0,0,0,58.5,77,7.17,0,0,61,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,67.67,83.89,81.17,76,61,0,0,0,0,0
Desk 57,76,82.01,60.33,44.33,0,0,66.17,77,1,0,0,27.33,83.51,78.67,77.34,81.84,86.17,44.67,14.33,0.33,0,0,82.67,83.67,62.83,82.67,80.17,0,0,0,0,2.83,62.17,81.98,0,83.51,0,74.01,82,76.17,73.17,77.34,82.17,0,0,71.67,79.34,89.84,74.67,0,0,27.67,83.45,81.5,78.51,83.5,90.08,79,70.34,0,57.84,58.83,0,89.68,0
Desk 23,0,0,83.17,0,0,0,82.5,81.83,82.33,0,0,83.34,84.83,82.5,0,0,82,85,85,0,0,81.16,79.66,79.66,0,0,81.33,79.17,81,0,0,0,81,80.67,0,0,73.5,59.17,82.33,0,0,81.17,81.67,81.83,0,0,81.34,81.67,83.5,0,0,82.17,81.5,45,0,0,81,82,10.33,0,36.5,69.17,0,82,0
Desk 84.2,79.34,49.05,87.88,88.04,77.03,75.01,77.84,77.34,76,36.81,16.12,88.28,42.27,80.1,60,76.73,18.5,75.38,89.88,55.87,79.51,82.34,82.33,80.16,76.98,15.62,80.61,54.5,39.83,0,80.07,43.17,49.5,76.67,77.71,72.17,87.68,70.84,78.17,2.17,84.63,79.17,38.5,79.67,50.76,81.91,50.5,68.73,76.72,59.67,83.86,49.17,70.01,79,48.34,72.34,81.29,74.62,79.28,72.44,71.84,45.84,63.4,78.89,84.55
Desk 20,0,51,0,0,0,0,66.36,75.85,76.01,0,0,74.98,75.64,18.5,0,0,40.33,75.26,75.92,0,0,51.06,75.55,0,0,0,23.17,75.67,75.99,0,0,75.29,75.62,54.95,0,0,54.58,17.17,0,0,47.71,89.87,83.36,0,0,0,66.67,75,98.33,0,0,87.94,48.27,75.26,0,0,0,0,21.17,0,0,0,0,0,0
DEsk 92,0,0,0,32.67,0,0.33,0,8.33,0,0,0,2.17,11.83,27.34,0,0,0,0,0,0,0,40.67,80.27,39.42,35.34,58,0,5.17,0,48.83,38.84,29.17,0,22,0,0,0,0.5,41.67,30.5,0,0,0,10.83,0,0,0,0,0,0,2.17,0,0,0,0,50.5,7.33,0,0,0.33,0,0.67,3.5,0,12.5
desk 149,68.66,59.17,63,63.33,80.33,0,0,3.17,7.67,0,76.5,69.33,41.17,77.5,67.67,74.17,76.33,4,0.67,3.17,0,71.33,67.17,0,76.5,48.67,57.81,0,63,84.67,0,0,0,0,30.17,68.33,72.5,0,0,68.17,87.24,44.17,84.75,55.33,54.66,0.5,79.67,67.83,47.5,38.66,73.16,50.83,84.31,80.33,72.5,0,73.33,48.67,1.17,84.69,69.67,74.83,42.33,0,0
desk 133,75.17,0,39.84,11.33,73.5,0,0,0,0,0,76.17,66,0,48.84,0,79.67,0,73.84,0,75.5,73.84,82.5,0,68.84,61.84,78.5,0,77.5,0,0,0,0,0,0,12.84,77.34,0,0,80.67,0,0,0,0,0,0,80,77.34,0,0,0,61.17,0,0,79.84,0,74.84,0,0,74.34,0,0,0,1.83,51.17,0
2.krs Desk 6,0,80.03,0,58,0,0,0,63.65,82.98,0,0,0,0,80.94,0,0,0,66.23,82.51,0,0,79.2,0,83,0,0,0,0,54.84,0,0,0,0,0,0,79.08,0,0,76.67,79.56,0,77.86,0,0,0,82.16,0,0,0,0,0,81.62,0,77.44,0,0,0,0,79.56,0,0,0,0,0,0
desk 120,49.17,5.83,8,0,0,15.83,22.17,17.5,0,0,0,79.84,27.33,0,0,0,0,0,0,0,0,40.17,0,36.67,0,13.33,22.33,65.18,0,0,0.33,21,10,0,6.33,8.17,0,0,0,0,11.83,3.5,0,0,0,78.67,83,0,52.5,0,0,9,0,21,0,3.17,19.67,49.67,23.33,0,0,84.33,0,17.33,0
desk 129,0,0,75.67,71.67,0,79.17,73.67,66.67,76.84,0,0,42.17,77.01,0,68.67,75,66.34,35.5,0,0,0,0,60.17,67.67,68.84,76.84,75.67,38.17,46,0,0,0,74.01,3.17,0,0,0,0,0,0,80.51,79.84,0,67.5,0,0,75.84,73.67,75.17,0,0,30.33,75.34,83.01,0,0,80.34,0,0,52.17,0,79.17,80,72,0
DEsk 44,0,81.66,86.86,82.16,79.16,85.67,59.17,69.17,75.83,0,0,17.67,80.5,72.5,75.5,0,0,84.5,80.33,52.33,74.17,75.83,88.49,0,0,84,69,87,83.67,83.83,88.56,0,80.17,84.66,79.83,61.17,40.33,0,0,0,79.67,79.5,0,79.67,0,77.17,81,28.33,85,77.83,72.33,73.33,82.67,78.67,0,80.83,73,78.5,87,11,79,42.33,60.17,0,0
Desk 58,0,0,83.83,27.83,0,0.33,34,0.67,29.33,0,0.5,0,0,39.67,62,45.17,4.83,62.67,0.33,76.33,0,12.33,17.67,0,0.83,37.17,56.17,18.83,40.17,34.17,0,0,0,0,0,24.33,49.5,19.5,43.83,0,0,81.67,73,13.83,0,54.67,43.17,1.17,1.5,5.17,16.33,84.5,0,2.33,1.5,0,0.83,45.33,10.33,18.83,0,29.17,5.83,3,39.5
Desk 69,81.5,0,86.5,53.5,7.5,0,58.67,83.5,61.34,0,82.5,58,0,7.67,0,80.34,0,0,0,0,84.81,83.34,54.47,76.13,0,79.77,81.83,91.34,0,0,78.17,90.5,70.67,85,0,82.03,0,85.19,72.01,0,81,83.67,1.17,78.34,82.67,87,83.17,64.34,85,0,78.5,86.92,0,79.84,82.34,0,87,0.33,80.17,0,83.17,62.67,0,81.17,0
DEsk 13,0,38.84,56.67,12.5,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,38.33,0,0,58.17,0,0,0,10.67,0,29,0,32.17,0,0,0,0,0,0,73.67,83.94,78.67,0,30.17,0,0,0,0,0
Desk 54,0,89.17,58.67,0,0,0,41.67,86.06,70.84,43.67,0,77.67,80.16,14.33,14.33,51.5,83.44,20.67,0,0,0,70.84,24.5,0,0,0,68.67,30.63,0,0,77.17,25.17,59.5,0,0,79.34,0,63.67,52.34,0,84.34,82.62,35,0,0,0,58.67,52.51,0,0,70.17,0,57.5,0,0,57.83,60.26,81.34,80.57,0,58.17,64.53,66.67,0,0
Desk 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0
Desk 75,15.34,7.84,18.67,31.5,0,23.67,78.17,0,1.33,0,0,13.33,20.34,0,24.67,0,13,58.84,0,0,37.67,2.5,0.33,6.5,0,27.33,0,0,2.5,0,0,0,0,0,0,44.17,0,0,0,8.5,0,0,0,0,0,0,6.67,2.67,0,0,0,79.5,0,0,0,0,9.5,23.67,0,34.5,7.83,3.67,0,0,0
Desk 86,79,65,29.83,60.84,80.17,0,48.5,52.17,73.5,71.5,42.17,76.33,73.5,39,37.5,56.67,35.5,43.5,36,50.67,13.5,27,73,0,0,43.83,18.5,0.33,0,0,26.17,0,49.67,26.83,82.17,17.67,0,74.34,15.17,51.17,14.17,0,0,22.84,0,72.5,0,57.5,34.34,73.17,28.67,62.5,45,27.67,0,46.33,43.83,72,71.84,16,41.84,58.84,26.83,0,0
desk 152,79.22,63,70.84,1.33,39,33.5,9.5,27.84,0,0,33.5,0,40.34,13.5,68.34,67,25.5,68.5,0,0,0,22.83,43.67,48.66,8.83,0,17.16,33.17,31.33,0.33,9.67,0,27.84,0,0,61.34,22,43.5,5.84,0,1,11.33,0,0,0,15,21.33,3.5,24.33,21.67,23.67,6.17,0.33,11.83,0.33,0,11.33,0,1.83,0,11.17,0,0,0,12.84
2.krs Desk 5,0,0,0,0,0,0,69.67,71.5,72.01,0,59.34,33.67,72.84,58.84,0,75.5,0,59.34,73.67,0,0,53.5,75.83,63.83,0,55.34,77.17,0,0,49.83,0,34.83,62.67,58.5,0,26,0,0,42.17,0,0,52.17,0,77.01,0,75.67,48.5,23.67,0,0,80.34,78.39,0,0,47.5,73.5,0,67.17,0,2.33,76,78.5,0,40.78,0
desk 118,76.34,41,0,83,0,61.17,80.84,44.67,0,0,73.67,73,78.84,73.17,62.84,77.65,75.34,62.5,75.67,0,75.84,75.76,79.58,75.91,0,55,78.67,45.2,51.36,0,24.17,0,0,57.34,56.84,0,34.77,79.93,72.59,34,43.17,67.84,0,73.21,0,7.33,62.5,0,57.83,0,64,76.29,56.67,59.84,0,0,10.17,0,0,0,0,55.33,79.17,24.5,0
desk 127,0,0,0,0,0,79.34,88.5,67.5,25.83,0,0,68.34,0,0,0,0,0,0,0,0,0,78.03,71.17,0,72.84,0,29.67,1.17,1.16,0,0,0.83,0,0,0,0,0,0,0.5,0,70,0,0,0,0,0,0,0,0,0,0,0.33,69.84,54.5,0,0,1,0,0,0,0,0,0,20,0
Desk 42,0,0,0,0,44.16,0,0,57.83,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,52.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.7,0,26.33,0,18.5,0,0,0,0,0,44.5,69.5,0,0,0,0,0,34.33,0,5.17,0,0,0,0,0
Desk 61.4,0,10.67,49.5,0,29.34,0,49.67,56,61,0,0,0,0,0,0,0,0,55.84,50.84,65.67,55.84,39.67,54.34,9.83,16.67,50.5,0,43,45.67,5.83,0,0.67,0,0,0,0,66.84,0,0,55.17,0,65.17,20.5,49.17,66.5,11.67,36.67,0,0,0,42.17,60.84,1,0,0,66.67,42.33,74.67,0,0,0,71.84,11,61,0
DEsk 40,0,77,78.17,0,0,0,78.83,80.5,0,0,0,80.5,42.17,0,0,0,69.83,0,0,0,0,80,80.66,0,0,0,80.33,69,0,0,0,62.67,0,0,0,0,79.83,0,0,15.5,0,76.83,0,0,0,0,77.83,0,0,0,77.2,0,0,0,0,0,73.83,0,0,0,0,0,77.83,0,0
Desk 64,93.09,80.01,61.17,82.34,0,63.5,55,87.67,82.17,70,69,0,52.34,80.45,0,57.92,0,78.84,0,0,78.17,82.17,95.33,0,0,79,71.67,47.5,0,0,87.01,0,0,80.5,0,0,87.17,90.01,75.51,83.5,96.64,87.67,81.34,69.06,0,83,96,75.34,48.5,0,82.5,0,75,0,81.34,97.47,54.67,57.51,49.33,0,78.17,0,32.17,30.33,0
